SN,Title,Company,Experience,Salary,Description
22,SAS Analytics Analytics and Modeling Lead,Accenture,3-4 years,Not Specified,job description is not available for this job
23,Business Analyst - Analytics,Genpact,Not Specified,Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.Are you the one we are looking forInviting applications for the role of consultant, .NET DeveloperIn this role you will be responsible for developing the Digital Applications for Global Clients.ResponsibilitiesDeveloping .NET applications from detailed design specification.Identifies potential opportunities for code optimization.Provides input for cod reviews and helps with environment build deploymentSolid Programming abilities one or more following languages: CB#, VB.NET, Java ScriptMinimum QualificationsB. E or B.tech Strong knowledge of the ASP.NET framework Proficient in at least one of the .NET languages (C#, VB.NET) Good knowledge of the design/architectural patterns MVC. Strong understanding of object-oriented programming Good knowledge of JavaScript/ HTML5 / CSS3 /JQuery Good knowledge of the MS SQL Server/ Oracle Database 12c and above Must have familiarity with Web API (RESTful services), Web services, WCF (Windows Communication Foundation). Ability to understand the Project requirement and develop that from scratch to end. Hands-on good development experience with mentioned technologies.Preferred qualifications Experience on Dot Net (Admin, VSF, and APX).Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube."
24,Business Analyst - Analytics,Genpact,Not Specified,Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world differently and are bold enough to reinvent it. Transformation happens here. Come, be a part of our exciting journey!Are you the one we are looking forInviting applications for the role of BA, Junior Data ScientistThis Role includes writing and testing existing models in excel based environments with strong exposure to coding tools like R or Python. Should have mindset to transform or migrate existing processes into updated analytical tools. Effective communication and team playerResponsibilitiesStrong technical knowhow to understand business problem and use analytical tools like R or Python for scriptingProficient in advanced analytics and solve business problems leveraging data and tools Ability to work on prescriptive, descriptive and predictive models using well known ML techniquesStrong in logical reasoning, structuring of analysis, asking the right questions and logical approach to analyse data, problems, and situationsPerform data manipulation, wrangling, cleansing, and analysis and be responsible for the complex and large-scale datasets to be used for statistical modeling and data mining.Must be proficient with one of the tools like Anaconda or RStudioProvide support and assistance for the implementation of predictive or forecasting models already in productionHands-on experience in forecasting, usage of different models like Time Series/ARIMA, holt winters etc. is a mustExperience in predictive modeling techniques like GLM, Linear Regression, Survival Analysis, Segmentation/Cluster Analysis, Decision Trees & Random Forests will be preferredHands on python or R experience is a mustExperience writing SQL queries and stored procedures. Should have good amount of data analysis experience, should know about various exploratory techniquesArticulate in communication - written or verbal and able to convey ideas and information clearly to client or client facing teamsQualifications we seek in you!Minimum qualificationsPerform data manipulation, wrangling, cleansing, and analysis and be responsible for the complex and large-scale datasets to be used for statistical modeling and data mining. Must be proficient with one of the tools like Anaconda or RStudio Provide support and assistance for the implementation of predictive or forecasting models already in productionPreferred qualificationsA flexible, dedicated and solution-orientated approach through periods of change and disruption. Should possess good interpersonal skills Innovative and always looking for continuous improvement Communicate with clients on a day-to-day basis to discuss project progressGenpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube."
25,Assistant Manager - Analytics,Genpact,Not Specified,Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.Are you the one we are looking forWe are inviting applications for the role of Assistant Manager, CPG AnalyticsYou will be responsible for developing and Supporting SAP Automations using Winshuttle Studio and Composer as per the Business requirements/solution design document(s). This individual will work closely with Automation teams and able to work on design documents. He/she will also validate the automation by performing appropriate unit testing and ensure configuration control (version control) of the scripts/solution.Deliver/validate/accept design documents, automate complex processes and requires strong hands-on coding skills in Winshuttle including Advanced features of Composer to further customize SolutionsResponsibilities. Work closely with Technical Lead for understanding the functional and technical design. Develops and configures automation processes as per the Business requirements/solution design to meet the defined requirements.. Develops new automated processes/scripts/Forms using Winshuttle that are efficient, well structured, maintainable and easy to understand. Ensure the reusability of Scripts developed. Complies with and helps to enforce design and coding standards, policies and procedures. Ensures good documentation throughout the development lifecycle. Ensures quality of delivered module/components by performing thorough unit testing. Works collaboratively with test teams during the product test and UAT phases to fix assigned bugs with quality. Reports status, issues and risks to tech leads on a regular basis. Proven expertise in process automation and deliver resolution on complex issues and challenges experienced by Winshuttle scripts and workflows in quick turnaround time. Efficient and quick problem-solving skills required in supporting automation scripts/workflows in operation on a day-to-day basis.. Supporting existing processes and development / deployment of change requirements as part of a structured change control process. Develops and support automation processes as per the technical design document to meet the defined requirements. Providing architectural control over solution designs to ensure consistency and continuity across the delivery. Comply with and helps to enforce design and coding standards, policies and procedures. Analyzing, understanding and documenting the business processes in detail where required. Develops new scripts/workflows/forms using core workflow principles that are efficient, well structured, maintainable and easy to understand. Update PDD/SDD/TDD, Operating manual, UAT TC and support documents as required and ensures documentation is created well and maintained. Own end to end delivery of new processes or change request as per design document. Identify and deliver potential knowledge articles. Identify the defects in production that are traced back to process design, dev phases. Ensure quality of coded components by performing thorough unit testing. Work collaboratively with Build teams during the product test and UAT phases and ensure the quality code and solution delivered as per SDD and TDD. Report status, issues and risks to management on a regular basis. On time quality delivery for assigned activities as per defined SLA. Participate in automation delivery performance reviews with relevant internal stakeholders & business teams. Receive KT for new automation production scripts, workflows and provide feedback on design & support documents as per structured handover to support process & it&rsquos SLAs. Communicating with Winshuttle vendor on software related issues, suggested improvements and participating with other users. Support Incident, Change and Problem Management process, Participate in problem analysis and identify potential impact and resolveQualifications we seek in you!Minimum Qualifications. Bachelor university degree in Engineering/Computer Science.Preferred Qualifications. Relevant experience with good understanding of programming concepts. Should be from a programming background on any coding language. Experience in Customer escalation ManagementGenpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube."
26,Adobe Analytics Architect,TATA Consultancy Services Ltd.,6-15 years,Not Specified,job description is not available for this job
27,FA Data Analytics International - Senior Manager - Analytics,Deloitte,12-15 years,Not Specified,"What impact will you makeEvery day, your work will make an impact that matters, while you thrive in a dynamic culture of inclusion, collaboration, and high performance. As the undisputed leader in professional services, Deloitte is where you'll find unrivaled opportunities to succeed and realize your full potential. We are well-known for our innovative and collaborative culture, commitment to delivering outstanding quality service to clients and enabling our people to excel in everything they do. Our Data Technology and Analytics practice is fully integrated into the One Deloitte agenda and you will often find yourself working on large and exciting cross service line engagements. Benefiting from high levels of exposure and learning from some of the experienced practitioners in the field, you will expand your skills to grow as a professional in this domain. The TeamOur Data Technology and Analytics practice helps businesses analyze vast amounts of data to identify opportunities for revenue enhancement, cost optimization, risk mitigation and provide actionable insights and strategic growth for our clients. The group specializes in electronic data sourcing, optimization, analysis, interpretation, prediction, and modeling. We work as an extension of our Deloitte member firms data technology and analytics practices and provide dedicated solutions throughout the project lifecycle. Working on international assignments involving cross-border and cross-service line teams allows you to build your network across the vast Global Deloitte network. We also have an active international secondment program for our analysts after they gain relevant experience as we believe this plays a crucial role in their overall career and personal development. Work you'll doOur Data Technology and Analytics team strives to provide data driven actionable insights through deep analytics hence the emphasis is unique - it is driven more towards the problem-solving thinking forming a very different mindset to the given engagements. The nature of projects demands making logical decisions, making sure that business requirements are well understood, technical needs are clear, and the delivery is done with the highest quality and as per timelines. The engagements come in from across industries/domains. We are looking for a passionate Senior Analytics Manager who is eager to make an impact on their career and take on the challenge of growing the Analytics business in a market-facing role. You will work in a vibrant analytics team in a dynamic business environment to uncover pockets of growth through partnering with stakeholders across geographies, building analytics capabilities in Financial Advisory, driving asset development, collaborating across service lines, mining multiples sources of data, turning it into actionable insights and translating complex analytics into business opportunities. You will lead in: Identifying and activating Analytics strategic growth opportunities, developing a high performing team The leverage of big data, cloud technologies, advanced analytics, and AIEligibility Bachelors/ Master's degree from a reputed institute in Computer Science, Information Systems or similar quantitative disciplineMBA is a plus12+ years of overall professional Analytics and Insights experience.Skills RequiredTo be considered for this role, your competencies will cover the broad scope of technologies, leveraging your professional background and skills such as: Experience leading and growing large offshore Analytics teams in India Strong analytical capability and the curiosity to blend various data sets to develop valuable insightsStrong interest in extracting business value from statistics, data & algorithms.Data visualization experience: Power BI, Tableau or similar.Machine learning and/or experience in Python.Experience in data ETL - extract, transform and loadKey competenciesCritical thinking and problem-solving skillsExcellent communication and presentation skillsBuilding high performing teamsExcellence in client serviceHow you'll growAt Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help build world-class skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. BenefitsAt Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Our purpose Deloitte is led by a purpose: To make an impact that matters. Every day, Deloitte people are making a real impact in the places they live and work. We pride ourselves on doing not only what is good for clients, but also what is good for our people and the communities in which we live and work-always striving to be an organization that is held up as a role model of quality, integrity, and positive change."
28,Analytics Consultant,Wells Fargo,2-5 years,Not Specified,"Job Description :About this role:Wells Fargo is seeking an Analytics ConsultantAbout Wells Fargo Indiaenables global talent capabilities for Wells Fargo Bank NA., by supporting business lines and staff functions across Technology, Operations, Risk, Audit, Process Excellence, Automation and Product, Analytics and Modeling. We are operating in Hyderabad, Bengaluru and Chennai locations.Department Overview:Wealth and Investment Management (WIM) businesses build enduring client relationships through sound, thoughtful and objective advice. We help our clients by developing individualized plans for everything from retirement goals to business succession planning, to family legacy intentions. Services include comprehensive planning and advice, investment management, brokerage, private banking, estate planning strategies, trust, and both individual and institutional retirement.About the Role Working with research directors and investment analysts in the field of investment research, responsible for supporting multiple research initiatives to facilitate the team's analyses and recommendations. Performs analysis of various data related to GMR's (Global Manager Res research activities, process documentation, investment data analysis, etc. recommends solutions to maximize operational efficiency, quality, compliance, etc. Identifies business requirements and analytical needs identifies and recommends potential data sources compiles and mines data from multiple, cross business sources. Develops specific, customized reports, ad hoc analyses and/or data visualizations to make recommendations for alternatives. Ensures adherence to data management/data governance regulations and policies. May partner with technology and/or with other business groups.Responsibilities Build and distribute business intelligence reports across a variety data provided by the businessProvide ad-hoc report requests for reporting analysis and data quality investigationsCombine superior analytic and problem-solving skills with excellent communication and relationship management to discover and present key findings associated with complex analysis in a way that influences decision makingRequired Qualifications 2+ years of reporting experience, analytics experience, investment analysis, or a combination of bothBS/BA degree or higher in a quantitative field such as applied math, statistics, engineering, physics, accounting, finance, economics, econometrics, computer sciences, or business/social and behavioral sciences with a quantitative emphasisExperience working with generating reportsSolid understanding of Microsoft office suite, specially Microsoft excelStrong working knowledge on Visual basic codingDemonstrated critical thinking skills with the ability to quickly recognize and resolve problemsMust be a self-starter with the ability to acquire new concepts and skills quicklySolid understanding of data flow and working knowledge of database.Familiarity and comfort working with portfolio investment products such as mutual funds and separately managed accountsHas experience working with Morningstar Direct investment softwareDesired Qualifications Strong analytical skills with high attention to detail and accuracy. Excellent verbal, written, and interpersonal communication skillsKnowledge in MS Access is an added advantageHas experience working with senior consultants or directly with partners, responsible for identifying and defining business requirements and translating business needs into moderately complex analyses and recommendations.Has experience with performing analysis of findings and trends using statistical and/or financial analysis, modeling, process documentation, investment data analysis etc.Has experience with identifying business requirements and analytical needs identifies and recommends potential data sources compiles and mines data from multiple, cross business sources.Experience working with other investment software platforms such as Diligence Vault, Factset and MPIWe Value DiversityAt Wells Fargo, we believe in diversity, equity and inclusion in the workplace accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.Candidates applying to job openings posted in US:All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process."
29,Senior Lead Analytics Consultant,Wells Fargo,7-10 years,Not Specified,"Job Description :About this role:Wells Fargo is seeking a Senior Lead Analytics Consultant...In this role, you will:Advise experienced leadership to develop or influence statistical modeling, analytical strategies, and advanced data visualization for complex business and technical needsLead the strategy and resolution of highly complex and unique challenges requiring analytical application of industry techniques, advance data from multiple sources, and mathematics behind data analysis across the enterprise, delivering solutions that are long-term, large-scale, and require vision, creativity, innovation, advanced analytical, and coordination of highly complex activitiesDesign and lead complex projects, analyses, and application of techniques across the enterpriseProvide vision, direction, and expertise to leadership on implementing innovative and significant business solutions that align to the enterpriseEngage with peers, managers risk, compliance, managers across the enterprise, and serve as an expert advisor to leadership teamRequired Qualifications, US:7+ years of Analytics and Reporting, Financial Modeling, Statistics, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, educationRequired Qualifications, International:Experience in Analytics and Reporting, Financial Modeling, Statistics, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, educationDesired Qualifications:Languages: SQL, SASApplications: MS Office (Access, Excel, Word), SharepointBI Tools: TableauBasic knowledge of statistical techniques like - Regression , Clustering, CHAID, Time series ForecastingExperience in machine learning techniquesExperience in working on statistical techniques like segmentation, regression, Decision trees, forecastingKnowledge of Python, R, Text analytics (NLP)Financial services experience (Credit card knowledge is a plus)Post Graduate degree (M.Tech./M.Sc. or equivalent) in any quantitative subjects like Statistics, Mathematics, Computers or Economics is a good to have.Job Expectations:The main focus of the role:Work on customer experience analytical projects, branch staffing optimization, improving customer digital adoption while testing different digital strategies. Also, look at improving NPS and customer sentiment analysis using structured and unstructured data.Work on branch operational improvementsWork on product/offer strategies based on customers behavior to improve digital penetrationPerform customer performance analysis within digital and its impact on branch sale volumeWe Value DiversityAt Wells Fargo, we believe in diversity, equity and inclusion in the workplace accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.Candidates applying to job openings posted in US:All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process."
30,Senior Analyst-Automation & Analytics,Accenture,3-5 years,Not Specified,job description is not available for this job
31,Senior Analyst-HR Analytics,Accenture,5-8 years,Not Specified,job description is not available for this job
32,Team Lead - Operations Analytics,Flipkart,3-5 years,Not Specified,"Job Description :Your Responsibilities Reporting of key insight trends, using statistical rigor to simplify and inform the product and tech of noteworthy story linesIdentify, develop, manage, and execute analyses to uncover areas of opportunity and present written business recommendations that will help shape the direction of the FK productsOwn the design, development, and maintenance of ongoing metrics, reports, analyses, dashboards, etc. to drive key business decisionsEnsure data accuracy by validating data for new and existing tools. Learn and understand a broad range of Flipkart's data resources and know how, when, and which to use and which not to use.Develop forecasting models that capture the business dynamics.Capture the right metrics to influence stakeholders and measure success.Lead critical projects, work on key initiatives and help transitioning the team to on-board programs to compliance operation.Participate in WoW discussion around process improvement, business intelligence and tech/Product initiatives.Understand the flow of online shopping in relation to product discovery and to interpret the problem statements in a logical way or to define the problem statements in easily understandable ways for actionable discourses.Conduct competitive analysis to identify market trends, and recommend strategy adjustments based on these trends.To collaborate with Business teams in understanding the respective discovery challenges and strategizing to manually intervene for discovery painsTo develop and share best practices for tackling quality investigation and analysis.Display remarkable qualities of ownershipLiaison with Internal Ops team within the catalogue function, Tech team, Category Teams and category expertsPreferred Qualifications You should be a web-savvy/ tech savvy individual who is a take-charge team player, as well as a quick learner and you are strongly interested in interpreting the why's and how's of finding methodsExperience with statistical analysis, regression modeling and forecasting, data mining, game theory and customer/product segmentationExperience in designing and implementing custom reporting systems using automation toolsExperience in operations and Big DataProficiency with MS Excel, VBA, SQL and knowledge of Data Warehouse.Experience with data analysis in a variety of quantitative fields and experience building data and decision support systemsAbility to think adaptively and operate quickly in a dynamic Ops environmentAn ability to work in a fast-paced environment where continuous innovation is desired and ambiguity is the normExperience in creating regression models / predictive modelsStrong Analytical skills - has ability to start from ambiguous problem statements, identify and access relevant data, make appropriate assumptions, perform insightful analysis and draw conclusion relevant to the business problemCommunication skills - Demonstrated ability to communicate complex technical problems through simple means. Ability to present information professionally & concisely with supporting data.High attention to detail and proven ability to manage multiple, competing priorities simultaneouslyA history of teamwork and willingness to roll up one's sleeves to get the job done.Knowledge related to e-commerce space in India and outside. Popular culture knowledge related to Lifestyle, Electronics, brands, labels will be an added advantageA bachelor's degree in an analytical or business field, or comparable business experience with technical background3+ years experience as a Business Analyst or equivalent roleStrong familiarity with the online retail space is mandatory"
33,DG- Assistant Manager - Analytics,Genpact,Not Specified,Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.Are you the one we are looking forWe are inviting applications for the role of Assistant Manager  Analytics (CPG Analytics)ResponsibilitiesUnderstand the business, Customer requirements and Service Level Agreements (Business)Develop expertise in processes and domain.Follow defined standard operating procedures (SOP&rsquos) for all deliverables. (processes)Take ownership of all client deliverables, be the main point of contact (POC) for your home office on any new changes and delivery issues. (ownership)Accountable for the quality and on time delivery of client deliverables. (accountability)Plan and prioritize workload to ensure all assignments are delivered accurately to meet specified timelines. (planning)Ensure on-time release of client deliverables Ensure that schedule is reviewed as circumstances change (Timeliness)Ensure that all feedbacks and learnings from the home teams, client, etc. are documented and applied to client deliverables to improve accuracy (quality)Conduct trainings whenever there is a requirement and ensure to share the feedback with team membersResponsible for any new changes & requests for deliverables & cross-checking the same before delivering to clients.Carry out new client deliverables set-ups and databases reruns when requiredResponsible for maintaining the SLA of each Delivery and delivery performance. Quality needs to be maintained across the team as per client standards. Assist with quality control within the team. Conduct quality analysis, and provide feedback to individuals below SLAIdentify process improvement areas within the team or GOC Ensure that all reports are maintained and cleared on time for the team. Actively participate in new processes and projects to enhance learning, and facilitate qualitative deliveries of adhoc processesManage the team and responsible for workload planning and execution of the team.Provide an effective relationship between the home office teams to ensure our clients are serviced to the required levelsContinuously identify further training requirements for yourself and the team and liaise with your Supervisor / Immediate Line Manager to develop these areas. Inform your Supervisor of any highlights, learning&rsquos or tasks you are proud to have accomplished in your One on Ones.Work with the team to ensure that there is coverage in the team to meet any task deadlines. Ensure that the Out of Office Assistant is enabled when away from work, leaving a backup contact name in your absence. Follow business etiquette and maintain professionalism in the work areaMinimum QualificationsExperience in handling a teamMBA, Masters, Bachelors degree in any stream.Has a knowledge of working on Microsoft applicationsPreferred qualifications Understand the nuances of the various departments and functions of CPG industry will be added advantage Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube."
34,Bond Analytics Associate,Deutsche Bank,Not Specified,Not Specified,"Position OverviewBusiness OverviewThe Trust & Agency Services (TAS) Corporate Trust Structured Finance Services business provides Trustee, Calculation Agent, Paying Agent, Custodian, and Tax Agent Services globally for all Structured Finance transactions (RMBS, ABS, CMBS, and CDO/CLO's).The team in DB Centre is responsible for providing trust administration for Structured Finance transactions which include deal calculations for bond payment and best-in-class reporting for its clients and investors. The functions include utilization of leading-edge technological platforms for calculation model development, validation of cash flow model output through analysis and quality reviews and ensuring data and model quality using database applications.Role will involve developing cash flow models and processing them which support bond payments to investors of mortgage-backed and asset-backed securities and collateralized debt obligations.What we'll offer youAs part of our flexible scheme, here are just some of the benefits that you'll enjoyBest in class leave policyGender neutral parental leaves100% reimbursement under childcare assistance benefit (gender neutral)Flexible working arrangementsSponsorship for Industry relevant certifications and educationEmployee Assistance Program for you and your family membersComprehensive Hospitalization Insurance for you and your dependentsAccident and Term life InsuranceComplementary Health screening for 35 yrs. and aboveYour key responsibilitiesRead and interpret governing legal and issuer documents namely Prospectuses/Offering Circulars, Bond Indentures and Pooling and Servicing Agreements, Hedging Agreements, etc.Develop and test cash flow models, including validating the accuracy of current and future bond payments against prospectus supplement tables for decrement, confirming bond yields produced from cash flow models against yields provided by authorized third parties.Process and review Bond Payments for MBS, ABS, CDO and similar kinds of structured product deals in an In-House platform (iMAKE) based on the Offering Circulars/Indenture/Pooling & Servicing Agreement and using the best practices followed in the Group.Offer the highest level of customer service by understanding overall deal structure and bond payments to provide internal and external clients with explanations to support cash flow model output.Establish the guidelines for receipt and appropriate format of underlying asset-level collateral that supports bond payments, as well as research and resolve any data accuracy issues.Involvement in ad hoc/special projects which support process improvement and the implementation of technology initiatives.Understand and analyze issues and offer practical solutions. Working independently with a minimal degree of supervision is required to exercise independent judgment.Your skills and experienceBachelor of Science/Engineering or qualified CA/CFA with a high GPA and a minimum of 2 years of professional experience.Previous experience in developing cash flow models, and exposure to securities industry.Must have proven skills in MS Excel and/or MS Access with good scripting skills in VBA.Experience in using SQLDemonstrated ability to handle multiple and often competing projects under tight deadlines and pressure.Must project a Customer/Client service focus.Responsible for supporting efforts to mitigate and control operational risk.Must be organized, focused, and possess strong communication and analytical skills.Demonstrated ability to work and think independently, while supporting team goals/objectives.How we'll support youTraining and development to help you excel in your careerFlexible working to assist you balance your personal prioritiesCoaching and support from experts in your teamA culture of continuous learning to aid progressionA range of flexible benefits that you can tailor to suit your needsAbout us and our teamsPlease visit our company website for further information: Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
35,Sr Analytics Manager,Honeywell,Not Specified,Not Specified,"Join a team recognized for leadership, innovation and diversityA Job posting does not exist for this global job code, please work with your HRG to develop oneA Job posting does not exist for this global job code, please work with your HRG to develop one"
36,Senior Analytics Consultant,Wells Fargo,5-8 years,Not Specified,"Job Description :About this role:Wells Fargo is seeking a Senior Analytics Consultant...In this role, you will:Understand business objectives and provide credible challenge to analysis requirements.Verify sound analysis practices and data decisions were leveraged throughout planning and data sourcing phases.Conduct in-depth research within complex data environments to identify data integrity issues and propose solutions to improve analysis accuracy.Applying critical evaluation to challenge assumptions, formulate a defendable hypothesis, and ensuring high quality analysis results.Ensure adherence to data management/ data governance regulations and policies.Performing and testing highly complex data analytics for customer remediation.Designing analysis projects flow and documentation that is structured for consistency, easy to understand, and to be offered to multiple levels of reviewers, partners, and regulatory agents demonstrating research and analysis completed.Investigate and ensure data integrity from multiple sources.Ensure data recommended and used is the best source of truth.Applies knowledge of business, customers, and products to synthe data to form a story and align information to contrast/compare to industry perspective. Data involved typically very large, structured or unstructured, and from multiple sources.Must have a strong attention to detail and be able to meet high quality standards consistently.Other duties as assigned by manager.Willing to assist on high priority work outside of regular business hours or weekend as needed.Required Qualifications, International:Around 5+ years in similar analytics rolesBachelors, M.A./M.Sc. College Degree or Higher in applied mathematics, statistics, engineering, physics, accounting, finance, economics, econometrics, computer sciences, or business/social and behavioral sciences with a quantitative emphasis.3 year programming in SAS or SQL.Knowledge of PVSI, Non-Lending, Student Loans, Small Business and Personal Lines and Loans is a plus.Strong experience with data integration, database structures and data warehouses.Persuasive written and verbal communication skills.Desired Qualifications:Certifications in Data Science, or BI Reporting tools.Ability to prioritize work, meet deadlines, achieve goals and work under pressure in a dynamic and complex environment - Soft Skills.Detail oriented, results driven, and has the ability to navigate in a quickly changing and high demand environment while balancing multiple priorities.Ability to research and report on a variety of issues using problem solving skills.Ability to act with integrity and a high level of professionalism with all levels of team members and management.Ability to make timely and independent judgment decisions while working in a fast-paced and results-driven environment.Ability to learn the business aspects quickly, multitask and prioritize between projects.Exhibits appropriate sense of urgency in managing responsibilities.Ability to accurately process high volumes of work within established deadlines.Available to flex schedule periodically based on business need.Demonstrate strong negotiation, communication & presentation skills.Demonstrates a high degree of reliability, integrity and trustworthiness.Takes ownership of assignments and helps drive assignments of the team.Dedicated, enthusiastic, driven and performance-oriented possesses a strong work ethic and good team player.Be proactive and get engaged in organizational initiatives.We Value DiversityAt Wells Fargo, we believe in diversity, equity and inclusion in the workplace accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.Candidates applying to job openings posted in US:All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process."
