SN,Title,Company,Experience,Salary,Description
24,React.Js,Factana Computing Incorporation,1-5 years,Not Specified,"Location: HSR Layout, Bangalore. Graduation: B.Tech / B.E.  Computer Science or MCA can apply. Job Responsibilities: 1. Create responsive web application front end using ReactJS as per design requirements. 2. Integrate front-end application with the backend API Services. 3. Follow ReactJS best practices and standards for cross-browser compatibility 4. Understand executing accessibility and progressive UI enhancement presentation 5. Stick to established Web Design coding standards and review with team. 6. Create graphics, visual mock-ups, and manage detailed user interface specifications 7. Conduct usability testing to resolve interface problems 8. Design and build UIs on any server platform in a team environment 9. Ready to learn Mobile and Hybrid Application Development using Angular or another mobile framework. Required Candidate profile 1. Minimum 1.5 years of hands on experience in UI /UX Design and Development using ReactJS and JavaScript, HTML5, CSS3 and etc 2. Prior training and experience in ReactJS application development would be added value. 3. Understanding of web markup, including HTML5, CSS3, Bootstrap, server-side CSS pre-processing (LESS and SASS) and able to convert UI/UX design wireframes to actual code 4. Experience with integrating REST API would be added value. 5. Hands-on with Charting framework like Apex Chart and Chart.JS required. 6. Experience in cross platform testing and compatibility fixes. 7. Knowledge of software development lifecycle, agile methodologies Knowledge of source control tools, preferably GIT 8. Any exposure in mobile app development would be great advantage. Please note that due to high volume of applications, we may not reply to all submissions. Only qualified candidates will receive email response and call. Send your resume to : [Confidential Information]"
25,UI Developer,Thomas Mount Consulting Private Limited,3-8 years,Not Specified,"Job DescriptionUI developer is expected to translating design concepts and idea into front end technologies and Build resuable code and libraries for SAP Commerce projects.Creating UI TechnologyFluency in HTML, CSS, and related web technologies (HTML5 , CSS3, Bootstrap 3/4)Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASSDevelopment of Web Components (custom elements, shadowDOM, etc) as native or using tools (i.e. Stencil)Awareness of cross-browser compatibility issues and client-side performance considerationsOverview about UI and UX Design processTechnical ExpertiseAdvanced knowledge in the programming languages (JavaScript / TypeScript)Advanced knowledge in understanding of React.js and its core principlesExperience with popular React.js workflows (such as Flux or Redux)Good understanding of asynchronous request handling, partial page updates and AJAXKnowledge of modern authorization mechanisms, such as JSON Web TokenWorking knowledge on version control systemGood to have knowledge in automation tools (e.g., Jenkins - Docker)Angular, NodeJS (Optional)"
26,R&R Enterprise Technology Solutions _ Associate_BLR,PwC,Not Specified,Not Specified,"Line of ServiceAdvisoryIndustry/SectorNot ApplicableSpecialismIntelligent AutomationManagement LevelAssociateJob Description & SummaryA career in our Risk Management and Compliance Solutions Technology practice, within Internal Audit services, will provide you with an opportunity to gain an understanding of an organisation's objectives, regulatory and risk management environment, and the diverse needs of their critical stakeholders. We focus on helping organisations look deeper and see further considering areas like culture and behaviours to help improve and embed controls. In short, we seek to address the right risks and ultimately add value to their organisation. Our team helps business leaders drive effective governance, risk and compliance programmes through our controls testing and monitoring solutions. As a part of the team, you'll help combine advanced data analysis and leading technology tools to offer our clients a sustainable yet high quality and efficient approach to managing their compliance. By integrating disconnected risk and compliance programs and unifying fragmented technology solutions, our clients gain an enterprise wide view of risk and are better equipped to respond to regulatory needs while balancing cost-takeout and digital transformation of risk management.To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:Invite and give in the moment feedback in a constructive manner.Share and collaborate effectively with others.Identify and make suggestions for improvements when problems and/or opportunities arise.Handle, manipulate and analyse data and information responsibly.Follow risk management and compliance procedures.Keep up-to-date with developments in area of specialism.Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.Build and maintain an internal and external network.Seek opportunities to learn about how PwC works as a global network of firms.Uphold the firm's code of ethics and business conduct.Requirements. Proven experience as a Full Stack Developer. Experience developing applications with a focus on CI/CD(e.g Azure DevOps, Jenkins,GitLab). Knowledge of multiple front-end and back-End languages and libraries (e.g. Javascript, C#,Python, Java) and JavaScript frameworks (e.g. React, Node.js, Angular.js). Strong knowledge of API integration. Experience with GraphQL is a plus. Experience with PostgreSQL and an understanding of PostGIS. Experience with infrastructure as code (Terraform, Docker and Kubernetes). Familiarity with databases (e.g. MSSQL, MySQL, MongoDB), web servers (e.g. Apache) andUI/UX design. Understanding of authentication concepts (AuthZ/AuthN, JWT, Oauth2)(e.g Keycloak). Experience with hosting sophisticated applications on GCP/Azure (i.e Distributed systemsetc). Experience of working on secure web apps within an MVC framework. Experience with Git code repositories(e.g. Github, Azure Repos). Great attention to detail. Experience with agile methodologies (prefered)Education (if blank, degree and/or field of study not specified)Degrees/Field of Study required:Degrees/Field of Study preferred:Certifications (if blank, certifications not specified)Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsAvailable for Work Visa SponsorshipGovernment Clearance Required"
27,Team Member-Digital Initaitives-Digital Banking-Net & Mobile Banking HO Team,Kotak Mahindra Bank Limited,4-10 years,Not Specified,"itleManager - Digital Banking Job LevelMid-LevelStatusFull-TimeLocationMumbai Key SkillsProduct management, Digital Transformation, Digital Self-service, Advanced Analytical and problem-solving skills, Product Marketing, UI/UX Design, Digital Care, Data analyst, Net Banking, Mobile Banking Design thinking, Chatbot management ResponsibilityIdentify opportunities to enhance Customer Experience on digital platformsTranslate customer opportunities and requirements into detailed user stories. Develop detailed feature and product requirements documents from user stories. Work within agile, cross-functional product team to prioritize feature requirements.Understand top call inquiries and complaints coming from non-digital channels and empower users to manage them through digital channelsMonitor missing functionalities and features which are available in non-digital world and convert them to digital channels Motivate the development teams to upkeep world-class quality in the product.Conduct in-depth analysis to uncover opportunities for improving our productsExperience in chat-bot, non-voice product life cycle managementExperience in design thinking to define best user digital journeysLead competitor analysis, market analysis, product analysis, business cases, product evolution, feature prioritization, high-level requirement gathering, and product marketing.Work with key internal product teams and partners to understand their roadmaps, key technologies and their impact to the solution offerings.Work closely with the development teams to explain the requirements of new features and change requests for current features.Partner with cross-functional business/product stakeholders to develop requirements and solutions.The ability to work in a dynamic cross-functional environment, being a team player, as well as strong communication, strategic, and operational skills are all critical requirements for the positionSeeking a highly-motivated individual with a genuine interest in technology and a passion to deliver cutting-edge products.Qualifications for the role:Bachelor's or Master's degree4-10 years of experience in digital product management in telecom/banking/e-commerce industryExcellent written and verbal communication skillsMicrosoft office proficiency : Word, Excel & PowerPointExcellent people skills to interact with colleagues, cross-functional teams, and third partiesStrategic analysis, communication and business modelling skillsNeed an experienced product experts to provide best experienceAbility to manage cross functional teams to define requirements, identify potential solutions, and drive consensus."
28,Web Designer,Sapphire Software Solutions,2-7 years,100000 - 500000 INR,"Sapphire Software Solutions is hiring for Web Designer. Designation: Web Designer Location: Ahmedabad, Gujarat Experience: 2+ years  Required Skills:Concepts of Graphics and illustrations Adobe Photoshop, Illustrator, InDesign, etc.Website Designing ConceptsUI/UX for Responsive DesignHTML5, CSS3Layout DesigningDesigning for Web Using Markup Language & Style Sheets, JavaScript, bootstrap, JqueryStrong creative skillsWeb design wireframes Ability to work to deadlines Able to make mobile responsive designs.Primary Job Functions: Take the design brief to record requirements and clients needs Work with a wide range of media and use graphic design software Think creatively and develop new design concepts, graphics and layouts Prepare rough drafts and present your ideas Amend final designs to client's comments and gain full approval Work as part of a team with copywriters, designers, stylists, executives etc Strong conceptualization ability, strong visual communication ability Create wire-frames, user flows, storyboards, process flows and site maps to effectively communicate interaction and design ideas. Interested candidates can share their resume."
29,SDE 3 - Android,Tata Group,5-8 years,Not Specified,"AboutthejobAre you passionate about coding  Do you have a great appetite for challenges Do you like to take risks Do you have a great learning attitude Do you have an eye for detail Do you like to help others solve their problemsWeareoffering:. To be a part of the leading Digital healthcare platform.. You can be CEO of your outcomes.. A team of aces to work with Streamlined engineering processes woven around Agile methodology with the help of tools. Become a leader in the industry. End user focusing engineering.1mg is seeking Software Developers for its rapidly growing Technology team in order to build the next generation of services and applications that will change people-s lives for the better.Wearelookingfor:. Someone who is passionate about beautifully designed app experiences Fascinated by all aspects of application development, from brainstorming and design to implementation and release.. Team player who can write clean and maintainable code.. Someone with strong foundation in data structures & algorithms, OS, I/O, concurrency.. Someone with excellent knowledge of Java Technology Stack, Mobile Development, and Android eco-system.. Someone with good understanding of mobile app UI/UX and Material Design.. 5+ years of software development experience in Android.. Someone with excellent debugging and optimization skills.. B.E/B.Tech in Computer Science or equivalent.ORmightbegoodwith:. RxJava, Lambda expressions, MVP, TDD, Unit Testing, Jenkins CI, Kotlin .. RxJava, ButterKnife, MVP, unit-testing, mobile analytics tools, app performance improvement and memory management.. Dagger2, MVVM, Kotlin"
30,Android developer,QuEST Global Engineering Services Private Limited,3-6 years,Not Specified,"Job Description :Quest Global is an organization at the forefront of innovation and one of the world's fastest growing engineering services firms with deep domain knowledge and recognized expertise in the top OEMs across seven industries. We are a twenty-five-year-old company on a journey to becoming a centenary one, driven by aspiration, hunger and humility.We are looking for humble geniuses, who believe that engineering has the potential to make the impossible, possible innovators, who are not only inspired by technology and innovation, but also perpetually driven to design, develop, and test as a trusted partner for Fortune 500 customers.As a team of remarkably diverse engineers, we recognize that what we are really engineering is a brighter future for us all. If you want to contribute to meaningful work and be part of an organization that truly believes when you win, we all win, and when you fail, we all learn, then we're eager to hear from you.The achievers and courageous challenge-crushers we seek, have the following characteristics and skills:Roles & Responsibilities:Exp: 3 to 6 yearsBudget : 15 laks1. Strong knowledge of Core Java2. Strong knowledge in Android3. strong experience on kotlin is essential.4. Hands on experience in full life cycle of Android application development5. Android UX/UI design exposure and experience.6. OOPS, Multi threads and design patterns7. Core Java (Mandatory) 8. Android (Mandatory)9. JNI (Optional)10. Multi-threading concepts (Mandatory)11. OOPS concepts(Mandatory)12. Working on media frameworks is added advantage. (Optional)13. Data Structures and Design Patters (Good to have)14. JSON, XML (Mandatory)"
31,Engineer Associate,Deutsche Bank,Not Specified,Not Specified,"Position OverviewRole Description: Software Development EngineerAs a Software Development Engineer for Technology in our Technology team, you will partner with business, technology managers and IT Application Owners to create and maintain the application stack and execute the Programs. You'll be an integral part of the Corporate Bank Technology team, working with other team members on changes to deliver business requirements. Deutsche Bank is investing heavily in technology, which means we are investing in you. Join us here, and you'll constantly be looking ahead.What we'll offer youAs part of our flexible scheme, here are just some of the benefits that you'll enjoyBest in class leave policyGender neutral parental leaves100% reimbursement under childcare assistance benefit (gender neutral)Sponsorship for Industry relevant certifications and educationEmployee Assistance Program for you and your family membersComprehensive Hospitalization Insurance for you and your dependentsAccident and Term life InsuranceComplementary Health screening for 35 yrs. and aboveYour key responsibilities Accountable for the engineering and participating/leading various functional changes to various IT systems within Corporate Bank TechnologyPassion to deliver state of the art solutions and be hand-on technologistA strong team player and works well with other team membersAspirational in implementing leading technology advancements in the industryMaintain hygiene, Risk and Control and Stability at to core to every deliveryBe a role model for the teamYour skills and experienceA minimum of 5 years hands-on experience developing Java based Monolithic/Microservices (preferably using Spring Boot framework)A minimum of 2 years hands-on experience with Oracle 12c or higherHands-on experience in Cloud Computing especially with demonstrable use of Kubernetes, Docker, GIT, Maven, AnsibleSound understanding of data structures and algorithmsDemonstrated ability to perform 3rd level support as the developed components move to productionHands-on experience developing solutions on Linux RHEL7.x or higher OSSound understanding of DevOps practices including demonstrable experience in the recent projectsExperience designing and evolving RESTful API'sApplication development experience using Agile MethodologyExperience with Test Driven Development (TDD) and writing automated testsExperience with Continuous Integration and Continuous Deployment tools such as Jenkins and TeamCity are preferredDemonstrated effective organizational skills and structured way of thinking in a diverse and inclusive environmentUnderstanding of J2EE platform principles with experience in ability to review codebase and partner with product/functional teams to extract business rules for transformational initiatives is preferredA Full Stack Developer working in a dedicated podIndividual will partner with UI/UX Design Team, Architects, Business Analysts and Stakeholders situated in multiple regions and time-zones at varying capacity to understand requirementsManage the SDLC of software components all the way to production including helping support the application to resolve production issues with appropriate triagingExcellent communication skills, both written and spokenUpdated relevant skill certificationA Bachelors degree in Computer Science or equivalentPassionate about technology and having strong influencing skillsHow we'll support youTraining and development to help you excel in your careerCoaching and support from experts in your teamA culture of continuous learning to aid progressionA range of flexible benefits that you can tailor to suit your needsAbout us and our teamsPlease visit our company website for further information: Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
32,F2B - Senior Engineer - AVP,Deutsche Bank,Not Specified,Not Specified,"Position OverviewTITLE: Senior Engineer, AVPDivision: Corporate Bank Technology As a Assistant Vice President for Technology in our Technology team, you will partner with business, technology managers and Risk and Control team to create and maintain the application stack and execute the Programs. You'll be an integral part of the bank's infrastructure, guiding the Corporate Bank Technology team through the engineering practices. You will enable the digital environment that helps our people share their knowledge, expertise, and real passion for our business. Deutsche Bank is investing heavily in technology, which means we are investing in you. Join us here, and you'll constantly be looking ahead.What we'll offer youAs part of our flexible scheme, here are just some of the benefits that you'll enjoyBest in class leave policyGender neutral parental leaves100% reimbursement under childcare assistance benefit (gender neutral)Sponsorship for Industry relevant certifications and educationEmployee Assistance Program for you and your family membersComprehensive Hospitalization Insurance for you and your dependentsAccident and Term life InsuranceComplementary Health screening for 35 yrs. and aboveYour RoleWhat You'll DoAccountable for the engineering and leading a function in Corporate Bank TechnologyPassion to deliver state of the art solutions and be hand-on technologistLead a team of engineers and create high performing teamsAspirational in implementing leading technology advancements in the industryMaintain hygiene, Risk and Control and Stability at to core to every deliveryBe a role model for the teamHow You'll LeadBe a key player in building partnership with the Product and management stakeholdersLook beyond and go the extra mile to add value to the technology organization beyond the functional roleLead by example and have client centricity at the coreSkills You'll Need A minimum of 5 years hands-on experience developing Java based Microservices (preferably using Spring Boot framework)A minimum of 5 years hands-on experience with Oracle 12c or higherA minimum of 3 years hands-on experience with Kafka message/event stream-processingA minimum of 2 years hands-on experience with Hadoop (Spark, HBASE, Impala)A minimum of 2 years hands-on experience in Cloud Computing especially with demonstrable use of Kubernetes, Docker, GIT, Maven, AnsibleSound understanding of data structures and algorithmsDemonstrated ability to perform 3rd level support as the developed components move to productionHands-on experience developing solutions on Linux RHEL7.x or higher OSSound understanding of DevOps practices including demonstrable experience in the recent projectsExperience designing and evolving RESTful API'sApplication development experience using Agile MethodologyExperience with Test Driven Development (TDD) and writing automated testsExperience with Continuous Integration and Continuous Deployment tools such as Jenkins and TeamCity is preferredHands-on experience with enterprise search platforms such as Elastic/Solr+ is preferredExperience with Application performance Management Software such as AppDynamics and/or Splunk is preferredDemonstrated effective organizational skills and structured way of thinking in a diverse and inclusive environmentUnderstanding of J2EE platform principles with experience in ability to review codebase and partner with product/functional teams to extract business rules for transformational initiatives is preferredA Full Stack Developer working in a dedicated podIndividual will partner with UI/UX Design Team, Architects, Business Analysts and Stakeholders situated in multiple regions and time-zones at varying capacity to understand requirementsManage the SDLC of software components all the way to production including helping support the application to resolve production issues with appropriate triagingSkills That Will Help You ExcelExcellent communication skills, both written and spokenUpdated relevant skill certificationA Masters degree in Computer SciencePassionate about technology and having strong influencing skillsHow we'll support youTraining and development to help you excel in your careerCoaching and support from experts in your teamA culture of continuous learning to aid progressionA range of flexible benefits that you can tailor to suit your needs.About us and our teamsPlease visit our company website for further information: Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
33,Senior Software Engineer (Full Stack Developer),Goalreify Ventures Private Limited,4-8 years,Not Specified,"Responsibilities:Developing front end website architecture.Developing back-end website applications.Creating servers and databases for functionality.Ensuring responsiveness of applications.Working alongside graphic designers for web design features.Designing and developing APIs.Designing user interactions on web pages.Required Skills:At least 3 plus years of hands-on experience in developing cloud-based software.Strong organizational and project management skills.Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript.Familiarity with JavaScript frameworks such as Angular JS, React, and Amber.Familiarity with database technology such as MySQL, Oracle, and MongoDB.Excellent verbal communication skills.Good problem-solving skills."
34,Lead - Software Development/IT Architecture - 23001,Tata Group,Not Specified,Not Specified,"Broad outline of the RoleTo Create user centered UI/UX designs for digital products and solutions which are visually delightful. Gathering and evaluating user requirements, in collaboration with product managers and engineers. Illustrating design ideas using storyboards, process flows and sitemaps. Designing graphic user interface elements, like menus, tabs and widgets"
35,Java Full stack Lead_7-10 Yrs_Bangalore/Pune/Chennai/Gurgaon/Indore,FIS Global Business Solutions India Private Limited,7-10 years,Not Specified,"Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Computer Engineering Travel Percentage : 0%Are you curious, motivated, and forward-thinking At FIS youu2019ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.About the teamWorldpay by FIS is building a community of engineers to develop and then commoditise a catalogue of enterprise wide consumable products that can easily and repeatably be scaled and deployed across our global Merchant Cloud & Automation Services (MCAS) architecture. The products you develop will help drive our organisation towards our strategic principle u2018Cloud Firstu2019 and our successes will be measured through the continued adoption of our MCAS products and services. Operating within a collaborative SAFe environment, we aim to deliver effective solutions focussed on business value.What you will be doingSkills: Full Stack Developer u2013 Java Spring, API, AngularJS/Angular 6+ & IONIC.KNOWLEDGE & SKILLS REQUIRED:7+ years of experience in Software development methodologies and best practices3+ years of experience in building web services in SOAP and/or REST using Java, Spring/SpringBoot framework.3+ years of hands-on experience in front-end web development languages, i.e., HTML, CSS, and JavaScript.3+ years of Strong hands-on on experience in advanced JavaScript libraries and frameworks, such as AngularJS, KnockoutJS, BackboneJS, ReactJS, DurandalJS, Bootstrap etc.Strong hand-on experience in mobile hybrid framework like IONIC for development.Experience with a version control system like Git/GitHubExcellent communication, organizational and interpersonal skills required.Strong experience working collaboratively using Agile/Scrum methodology is essential.Strong problem-solving skills.Bachelor's Degree required.GENERAL DUTIES & RESPONSIBILITIESThe Full stack Developer will be responsible for coding, testing and analyzing application software support existing products and business applications.Conduct usability testing to identify and fix UI issues and gather real-world intelligence from target users.Collaborate with business and IT decision makers to discuss user interface requirements and brainstorm UI ideas.Use responsive web design to create applications that automatically conform to multiple screen s/devices.Use coding to develop the aesthetics implemented within a website or product, from the layout menus and drop-down options to colors and fonts.Keep current with the latest trends and best practices of UI/UX design and HCI (human-computer interaction).Use visual aids such as wireframes, storyboards, and UI flow charts, to plan and present user interface designs.Wield their knowledge of Search Engine Optimization (SEO) to develop search-friendly websites and interfaces.Work closely with the other Development and QA team members to improve usability.Adhere to SDLC and Development processes, coding standards and best practices.Troubleshoot various products and business applications already in production as needed.Attend overnight releases when needed.Achieve operational excellence by automating processes and writing maintainable, supportable, and testable code.Networks with senior internal and external personnel in own area of expertise.What we offer youCompetitive salary and excellent bonus potential (upon entering a full sales executive role)Attractive benefits including private medical cover, dental cover, and travel insuranceTraining across core financial, sales and FIS solutionsA multifaceted job with a high degree of responsibility and a broad spectrum of opportunitiesA modern, international work environment and a dedicated and motivated teamPrivacy StatementFIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the .Sourcing ModelRecruitment at FIS works primarily on a direct sourcing model a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.#pridepass"
36,AVP-Java Fullstack,DBS,5-8 years,Not Specified,"Description - InternalJob Duties & responsibilities: . Ability to Lead a team of 10-15 members . Development efforts in an agile software development environment, participate in sprint planning, task breakdown, and daily stand ups . Work with product owners and architect to understand objectives and translate these into a system level design and implementation . Implement designs that meet quality standards, coding standards, and provide a rich user experience across platforms . Design and implement new frameworks and software that meets DBS's standards in performance, reliability, and maintainability . Create rapid prototypes to vet new design, interaction, and integration concepts. . Collaborate with vendor and employee resources to deliver projects on time and with a high level of quality as measured by performance, uptime, and maintainability . Troubleshoot and solve production issues related to performance and reliability throughout the software stack . Proactively identify bottlenecks in the system and work to resolve these issue before they become a problem . Excellent written and Verbal communications skills.Required Experience: Non-Technical Experience 1. Experience working in agile technology teams 2. Ability to adapt to challenges while remaining calm in a constantly changing environment 3. Possess English verbal and written communication skills. 4. Experience within retail banking environment is a plus 5. Knowledge of AML / KYC processes and solutions is a plus 6. Experience in Agile methodologies such as Scrum 7. Good to have a. Experience with Confluence, JIRA b. Front end development using JavaScript, Angular2+, HTML, CSS3 c. Good judgment in UX/UI design. Understands the finer points of HTML, CSS, Angular and JavaScript - know which tools to use when and why d. Experience with Confluence, JIRA and Bitbucket/Git Technical Experience 1. Min 5 years of technology delivery experience in backend and frontend development 2. Hands on experience in at least one server-side object-oriented programming language 3. Hands on experience writing modern single page web applications 4. Experience with design and system architecture for web applications 5. Experience using source code control systems and branching strategies including with hands on experience branching, merging, and releasing 6. Experience with a major relational database system and ideally one NoSQL database 7. Understanding of distributed messaging systems 8. Knowledge of data structures, design patterns, architectural styles, and API designs 9. Need to have: - Backend development using Java8+, Spring Boot/Batch, JPA, Web Services/REST, Multi-threading, Microservices on PCF/OpenShift - Good unit-testing/mocking discipline (TDD++) - Experience with Git - Exposure to big data techniques and tools - Excellent written and oral communication skills. India-Telangana-Hyderabad"
37,UI/UX Designer,CarDekho,2-6 years,Not Specified,"Job Description:We are looking for a dynamic UI/UX designer who will be responsible for the user experience (UX) and user interface (UI) design of InsuranceDekho's various digital assets. You will ensure that all elements of the online user experience are optimized for improved usability, usefulness, and exceptional visual design.The successful candidate will evidence a passion for delivering adaptive and creative solutions to UI/UX design problems by staying up to date with best practices and emerging trends in user experience design and user interface technology.You will :- Gather and evaluate user requirements in collaboration with product managers.- Illustrate design ideas using storyboards, process flows and sitemaps- Design graphic user interface elements- Develop UI mockups and prototypes that clearly illustrate how sites function and look like- Create original graphic designs- Identify and troubleshoot UX problems- Define UI Library and Adherence across InsuranceDekho- Conduct layout adjustments based on user feedback"
38,SAP HANA SQL Scripts Development Application Designer,Accenture,8-10 years,Not Specified,job description is not available for this job
39,UI/UX Designer,IDFC FIRST Bank,10-13 years,Not Specified,"Job DescriptionJob Title - UI/UX Expert Place of work -Mumbai Business Unit - Digital Journeys Function - COO Job Purpose :Assist with technology design to make products easier for people to use. Determine user preferences and assess the process that users follow to access product functions develop and test new design models, and incorporate findings in to improved product design. Roles & Responsibilities: User experience design Design disruptive and intuitive User Interface (mainly on web and mobile, Flat Design, 3D Design/VR, and video), navigation tools, customer journeys and design client wireframes,Create unique and culturally-relevant solutions to engage users with valuable experiencesTranslate strategic design into controls, mechanisms and processes that users require to meet goals (into an elegant and user friendly experience)Strategy and research Contribute to deep trend analysis and research of interesting exemplars in the marketplaceIdentify insights from customer research and market analysisCollaborative design and developmentUsing divergent design thinking techniques for the conceptual development of products, services and physical connected form-factorsConverge innovative ideas to a set of digital and tangible products, services and/or physical connected form-factors in partnership with solution architects, product owners and engineeringCommunicate design ideas using techniques, including product concepts, service models, customer journeys, industrial designs, system maps and/or info graphicsIteratively design, test and refine intuitive and elegant products and servicesManagerial & Leadership Responsibilities: Educational Qualifications: Graduate - Any Post Graduate - Any / Design School Experience: 10 years+"
40,Android Developer,Harman Connected Services Corporation India Private Limited,10-15 years,Not Specified,job description is not available for this job
41,Android Developer,Harman Connected Services Corporation India Private Limited,10-15 years,Not Specified,job description is not available for this job
