SN,Title,Company,Experience,Salary,Description
10,Java Developer,Standard Chartered,Not Specified,Not Specified,"About Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.The Role ResponsibilitiesStandard Chartered Bank is looking for a UI Developer to join a team of engineers focused on the development of world-class digital products. Our team builds unique productivity tools that enhance the employee and customer experience at our Bank. You will be working with an international team of engineers, UX designers and senior business leaders.As a UI developer, you&rsquoll be driving our platform forwards and delivering quality solutions to business-critical customer requirementsThe ideal candidate is open-minded, a team player, and excited by fresh challenges in an innovative working environment. Experience working remotely is a plus. You would gain valuable work experience through direct collaboration with senior level engineers and designers who have backgrounds in the top Silicon Valley technology companies.ResponsibilitiesDesign, develop, test, deploy, maintain and improve software.Key StakeholdersaXess Team DevOps team, CIO teamsOur Ideal CandidateQualification & SkillsStrong analytical & problem solving and creative skillsGood communication skills in both written and oral EnglishAbility to be organised and multi-task on different requirements across various stakeholders, and to work independently and under pressureCultural sensitivity and awareness to work with a range of people from diverse background and geographiesMandatory Technical Skills5-12 years of overall experienceExperienced in Micro services development.Experienced on J2EE enterprise application development, system architecture, technical design and delivery.Full software development lifecycle experienceProgramming languages (Java)Application server (WebSphere, Tomcat)Frameworks (Spring, SpringMVC, Spring boot, Cucumber, Camel, Apache CXF, JMS, Web Services )Databases, software algorithms and design patternsDevOps toolchain experience (JIRA, Bitbucket, Jenkins, Artifactory )Service or Microservice architecture (REST and SOAP)TDD, BDD, performance and Security testing for mobile and webBuild automation tools (Ant, Maven,Gradle )Good written and verbal communication skills in EnglishDesirable Technical Skills  but not mandatoryCloud deployment and systems management experience  Docker/OpenShift/ KubernetesVisit our careers website"
11,java developer,Tata Group,3-10 years,Not Specified,"Job Title: Java developerExp: 3 to 10 yearsLocation: Chennai/ HyderabadJD:Musthave or be5+years of experience in Information Technology and Management.Strongknowledge of Java Spring framework, Struts, Spring boot, API &Web services(Rest based) with 3 to 4 years of Technical developmentexperience Musthave strong knowledge on JavaTechnologies/Framework:Core Java, J2EE, Microservices, Spring Boot, Spring core/MVC,HibernateCoreJava concepts- Collections API, Multithreading, Exception handling, InterfacesJ2EEconcepts - Servlets(Controller), JSPWebServices (SOAP, REST), XMLJavaand J2EE design patterns like factory pattern, singleton, etc.CI/CDTools:Maven, Ant build and JenkinsPlatform:Weblogic, Tomcat Database:OracleIDE:Eclipse, Oracle SQL DeveloperMustpossess exceptional communication skills and proven experienceworking with diverse teams of technical architects, analysts,business users and IT teamsGotsense of urgency and capable to handle tense situationPositive,communicative and customer-oriented attitude = body= /"
12,Java Developer,TATA Consultancy Services Ltd.,4-12 years,Not Specified,job description is not available for this job
13,Java Support,TATA Consultancy Services Ltd.,4-10 years,Not Specified,job description is not available for this job
14,"Sr. Developer (Java/J2EE Spring,",TATA Consultancy Services Ltd.,4-8 years,Not Specified,job description is not available for this job
15,Java Developer,ValueLabs LLP,5-8 years,Not Specified,". JDK 8 , Spring Boot , REST API , SWAGGER . JUNIT , ORACLE / SQL, TOMCAT , ECLIPSE . queryDSL, liquibase, Confluence and Jira . GIT, JENKINS, ORACLE CLOUD / AWS, OpenAPIqueryDSL . liquibase, Confluence and Jira, GIT, JENKINSResponsibilities . Java Backend Developer with JDK 8 . Spring Boot , REST API , SWAGGER . JUNIT , ORACLE / SQL, TOMCAT , ECLIPSE , queryDSL . liquibase, Confluence and Jira, GIT . JENKINS, ORACLE CLOUD / AWS . OpenAPIqueryDSL, liquibase, Confluence and Jira, GIT, JENKINS  Requirements . JDK 8 , Spring Boot , REST API , SWAGGER . JUNIT , ORACLE / SQL, TOMCAT , ECLIPSE . queryDSL, liquibase, Confluence and Jira . GIT, JENKINS . ORACLE CLOUD / AWS, OpenAPIqueryDSL . liquibase, Confluence and Jira, GIT, JENKINS"
16,Sr. Java Developer,TATA Consultancy Services Ltd.,3-12 years,Not Specified,job description is not available for this job
17,Automation Tester - Selenium,TATA Consultancy Services Ltd.,3-9 years,Not Specified,job description is not available for this job
18,Mendix,TATA Consultancy Services Ltd.,3-5 years,Not Specified,job description is not available for this job
19,Assistant Vice President Snr Bus Functional Analyst Business Functional Analyst,Deutsche Bank,Not Specified,Not Specified,"Position OverviewRegulatory and Cross Product Technology aims to be an industry leading function that delivers sustainable regulatory compliance through technology automation and competitive operating leverage to create a safe and controlled operating environment that protects the Deutsche Bank franchise and its clients.Details of the role and how it fits into the teamIn order to do this, we must ensure that we remain an engineering focused organization. We are looking for technologists who demonstrate a passion to build the right thing in the right way.You will work as part of a cross-functional agile delivery team, including analysts, developers and testers.You will bring an innovative approach to software development, using the latest technologies and practices, as part of a focus on business value. You will be someone who sees engineering as team activity, with a predisposition to open code, open discussion and creating a supportive, collaborative environment. You will be ready to take a leading role in all stages of software delivery, from initial analysis right through to production support. You will have an opportunity to work in an environment that provides continuous growthand learning, with an emphasis excellence and mutual respect.For the next possible date we are looking for two conscientious and motivated Tech Engineers, who are especially proud of their skills as programmers!What we'll offer youAs part of our flexible scheme, here are just some of the benefits that you'll enjoyBest in class leave policyGender neutral parental leaves100% reimbursement under child care assistance benefit (gender neutral)Flexible working arrangementsSponsorship for Industry relevant certifications and educationEmployee Assistance Program for you and your family membersComprehensive Hospitalization Insurance for you and your dependentsAccident and Term life InsuranceComplementary Health screening for 35 yrs. and aboveYour key responsibilities :Work as part of a delivery team collaborating with others to understand requirements, analyse and refine stories, design solutions, implement/test them and support them in productionDrive and support the prioritisation of User Stories and Backlog definition, in order to streamline execution of program priorities while aligning the product with the underlying architectureWrite code and write it well. Be proud to call yourself a programmer. You closely collaborate with users, analysts, developers and testers. Use test driven development, write clean code and refactor constantly.Define and evolve the architecture of the components you are working on. Contribute to architectural decisions at a department and bank-wide level.Ensure that the software you build is reliable and easy to support in production. Be prepared to take your turn on call providing 3rd line support when it's neededEnsure that your team can build, test and release software with short lead times and a minimum of waste. Work to develop and maintain a highly automated Continuous DeliveryYour skills and experience:Deep knowledge of Java, the JVM, object orientation and SOLID principlesSignificant development experience, working within an agile environment and using modern engineering practicesUnderstanding of Business Canvas models applied to agile as well as prioritisation techniques such as RICE, MoSCOW, Value vs Effort, Kano model, Story Mapping and Opportunity scoringExperience of Docker and Kubernetes as well as exposure to a range of modern build tools, such as Maven, Jenkins, etc.Using Continuous Integration and Continuous Delivery to ensure that changes can be done quickly and safelyExperience in Financial Services environments, especially around Customer Master Data Management, KYC plus regulatory and tax reporting.Architecture and design approaches that support rapid, incremental and iterative delivery, such as Domain Driven Design, CQRS, Event Sourcing and MicroservicesExperience with modern Javascript frameworks e.g. React, Angular, HTML5, Bootstrap, Node.js. and of the REST principles and associated technologiesUnderstanding of creating and manipulating data on a Hadoop environment using HDFS, Impala and Python libraries, such as PySparkDeep knowledge of SQL and relational databasesHow we'll support youTraining and development to help you excel in your careerFlexible working to assist you balance your personal prioritiesA culture of continuous learning to aid progressionA range of flexible benefits that you can tailor to suit your needsAbout us and our teams is the leading German bank with strong European roots and a global network. Click to see what we do. Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
20,GCP - Java,Agilisium consulting,3-6 years,Not Specified,"Job Title : GCP - JavaJob Description : Build reliable, scalable, CI/CD-driven streaming and batch data engineering pipelines. Perform requirement analysis and co-ordinate with project managers and development team to drive the delivery cycle. Source to target data analysis and mappings. Responsible for design and development of big data solutions. Follow agile development methodologies to deliver solutions and product features by following DevOps practices. Define plan, script, and execute tests and provide post-live support. Peer review output Actively document, record and share knowledge of our systems. Collaborate with leadership and stakeholders to ensure data quality and integrity in DWH Cloud platforms for BI/Analytical reporting. Pre-meditate any risks well in advance and communicate to stakeholders to formulate the plan of action to mitigate any risks. Actively carrying out data analytics / data profiling to recommend improvements to enhance data quality, process improvement and business rule improvement Assist with the coaching and development of other engineersRequirements : 3+ years of total IT experience Strong Experience on designing and developing Data Pipelines for Data Ingestion or Transformation using Java. Excellent experience in using SQL to analyse data for data source systems. Excellent Experience in building or maintaining ETL processes from a wide variety of data sources using SQL. Experience in GCP and hands-on with data analysis on GCP tools like  Dataflow/Data pipeline Airflow Big Query/Redshift Stream-processing systems: Kafka/Pub/Sub.  Should have Developed and implemented JUnit Classes to perform Unit Testing and PMD. Experience on Web Services (Rest API) to interact with 3rd party Applications to publish and consume data. Experience in version controlling code using tools like GitHub. Experience in ticketing tools like JIRA/ServiceNow Experience with GCP Ingest Services like Compute Engine and Stack Driver Logging. Linux shell scripting Exposure to containerization and related technologies (e.g., Docker, Kubernetes) Exposure to aspects of DevOps (source control, continuous integration, deployments, etc.) System level understanding - Data structures, algorithms, distributed storage & compute. Can-do attitude on solving complex business problems, good interpersonal and teamwork skills Any GCP Certification in a plus"
21,Java Fullstack,Larsen & Toubro Infotech Limited,2-5 years,Not Specified,"Job Description :Job Title : Java FullstackLocation : KochiExperience : 2 to 5 years Skills :JAVA, Spring Boot, Microservices, & JSON Job Description : Minimum 2 years of hands-on experience on front-end, server-side and database design. Proficiency with programming languages such as Java Proficient in Spring Boot, Microservices, & JSON Working experience with database technology such as Oracle, DB2 or MySql Good experience in Front-end languages such as Angular, or React Experience in debugging, resolving performance-related bugs Excellent communication skills"
22,Java Full Stack Developer,TATA Consultancy Services Ltd.,8-13 years,Not Specified,job description is not available for this job
23,Java Developer,iQuest Management Consultants Private Limited,4-7 years,Not Specified,"Sr. Java Developer Experience: 5 to 7 years Requirements:  	Senior Java developer, preferably with extensive knowledge in XML & XSLT. Knowledge of the Apache Cocoon framework will be helpful for them, but likely not something you'll find. 	Someone who has a good working knowledge of how REST APIs are generally written and structured would be best, since the project's focus is on creating an API. 	The overall database and functionality already exists and likely does not need much (if any, expansion). However, knowledge of how to read & write (My)SQL queries will be required. 	Frontend knowledge & experience is not required for this project, but having it would be a plus for future work. 	Knowledge of API testing tools (such as Postman) would be useful. This is a new API endpoint(s) that does not exist and will need to be developed completely by them. While we will spec it out, the only way to actual test it will be with using tools such as Postman until it is deployed to an actual development or production server. 	Working knowledge on consuming/interacting with third party APIs will be needed. 	Basic Knowledge of a Linux environment will be required; they'll need to be able to move through the file system to review logs and compile Java changes. 	Knowledge of git, branching and merging is required. Experience with BitBucket & JIRA is helpful, but not required."
24,QA Analyst,CarDekho,0-1 years,Not Specified,"Job Description: Review and analyze system specificationsCollaborate with QA Engineers to develop effective strategies and test plansExecute test cases (manual or automated) and analyze resultsEvaluate product code according to specificationsCreate logs to document testing phases and defectsReport bugs and errors to development teamsHelp troubleshoot issuesConduct post-release/ post-implementation testingWork with cross-functional teams to ensure quality throughout the software development lifecycleProven experience as a Quality Assurance Tester or similar roleExperience in project management and QA methodologyFamiliarity with Agile frameworks and regression testing is a plusAbility to document and troubleshoot errorsWorking knowledge of test management software (e.g. qTest, Zephyr) and SQLExcellent communication skillsAttention to detailAnalytical mind and problem-solving aptitudeStrong organizational skillsBSc/BA in Computer Science, Engineering or a related fieldJob Responsibilities: Proven experience as a Quality Assurance Tester or similar roleExperience in project management and QA methodologyFamiliarity with Agile frameworks and regression testing is a plusAbility to document and troubleshoot errorsWorking knowledge of test management software (e.g. qTest, Zephyr) and SQLExcellent communication skillsAttention to detailAnalytical mind and problem-solving aptitudeStrong organizational skillsBSc/BA in Computer Science, Engineering or a related field"
25,Java Backend Developer,TATA Consultancy Services Ltd.,3-8 years,Not Specified,job description is not available for this job
26,Java FullStack Developer,TATA Consultancy Services Ltd.,3-8 years,Not Specified,job description is not available for this job
27,Java Technical Manager,Applied Materials South East Asia Pte Ltd,10-13 years,Not Specified,"Java Backend ManagerAs a Backend Manager, you will be responsible for understanding and learning Product domain and Software and hence build product development team you are required to lead for product software features/bugs end to end development and deployment. In this role you will utilize your experience to mentor software developers, find technical gaps and build technical capability within the team.As a Software Manage, you need to interface with multiple stakeholders each with different disciplines and work in matrix organization. Key ResponsibilitiesResponsible for Product software development team deliverables from requirements to final code delivery with required SW Quality.Learn Product Domain and Software to provide technical mentorship to teams.Expected to be proficient in programming and software development and managing teams of 5-10 developers.Given the requirement, expected to define functional specification, design specification, implementation & verification plan.Require strong communication skill to interact and influence stakeholders as you will need to interact with the end users of the products and applications engineering teams.He / She should be an expert in software development Life cycle and exposure to Agile development methodologies.Expected to be good at problem solving and debugging.Will require to effectively work in a multi-site environment, with teams across time zones,Provide timely communications on significant issues or developments and support team members to deliver on expectationsLead teams to support organizational initiatives and generic issuesInvolve in hiring and building Task force for the team.As a project lead own the planning and tracking of deliverablesReady to work in a Techno-managerial role with significant technical contribution from ManagerBe willing to travel to onsite locations for Business meetings, Version installations.Qualification and RequirementsBachelor's Degree / Master degree in Engineering with CE /EE background and 10+ years of experienceMinimum of 6 year experience in software development with exposures to bug fixing, maintenance, continuous integration releasesMinimum 5-6 year experience in Project leadership and handling teams of 10-15 membersMinimum 1-2 yrs experience in People managementHands on development in Core Java technologiesStrong experience in Object oriented implementationStrong experience of experience of working in global teams and handling multiple stake holdersExposure to Agile methodologies and tool chainBusiness ExpertiseHas knowledge of best practices and how own area integrates with others is aware of the competition and the factors that differentiate them in the marketImpactImpacts a range of customer, operational, project or service activities within own team and other related teams works within broad guidelines and policiesApplied Materials is committed to diversity in its workforce including Equal Employment Opportunity for Minorities, Females, Protected Veterans and Individuals with Disabilities.QualificationsEducation:Bachelor's DegreeSkillsCertifications:Languages:Years of Experience:7 - 10 YearsWork Experience:Additional InformationTravel:Yes, 10% of the TimeRelocation Eligible:YesApplied Materials is committed to diversity in its workforce including Equal Employment Opportunity for Minorities, Females, Protected Veterans and Individuals with Disabilities."
28,Java Developer - Chennai,Citi,4-6 years,Not Specified,"The Applications Development Intermediate Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and programs in coordination with the Technology team. The overall objective of this role is to contribute to applications systems analysis and programming activities.Responsibilities:Utilize knowledge of applications development procedures and concepts, and basic knowledge of other technical areas to identify and define necessary system enhancements, including using script tools and analyzing/interpreting codeConsult with users, clients, and other technology groups on issues, and recommend programming solutions, install, and support customer exposure systemsApply fundamental knowledge of programming languages for design specifications.Analyze applications to identify vulnerabilities and security issues, as well as conduct testing and debuggingServe as advisor or coach to new or lower level analystsIdentify problems, analyze information, and make evaluative judgements to recommend and implement solutionsResolve issues by identifying and selecting solutions through the applications of acquired technical experience and guided by precedentsAppropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.Qualifications:4-6 years of relevant experience in the Financial Service industryIntermediate level experience in Applications Development roleConsistently demonstrates clear and concise written and verbal communicationDemonstrated problem-solving and decision-making skillsAbility to work under pressure and manage deadlines or unexpected changes in expectations or requirementsEducation:Bachelor's degree/University degree or equivalent experienceThis job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.-------------------------------------------------Job Family Group: Technology-------------------------------------------------Job Family:Applications Development------------------------------------------------------Time Type:Full time------------------------------------------------------Citi is an equal opportunity and affirmative action employer.Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Citigroup Inc. and its subsidiaries (Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review .View the  poster. View the .View the .View the"
29,Java Developer - Chennai,Citi,4-6 years,Not Specified,"The Applications Development Intermediate Programmer Analyst is an intermediate level position responsible for participation in the establishment and implementation of new or revised application systems and programs in coordination with the Technology team. The overall objective of this role is to contribute to applications systems analysis and programming activities.Responsibilities:Utilize knowledge of applications development procedures and concepts, and basic knowledge of other technical areas to identify and define necessary system enhancements, including using script tools and analyzing/interpreting codeConsult with users, clients, and other technology groups on issues, and recommend programming solutions, install, and support customer exposure systemsApply fundamental knowledge of programming languages for design specifications.Analyze applications to identify vulnerabilities and security issues, as well as conduct testing and debuggingServe as advisor or coach to new or lower level analystsIdentify problems, analyze information, and make evaluative judgements to recommend and implement solutionsResolve issues by identifying and selecting solutions through the applications of acquired technical experience and guided by precedentsAppropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.Qualifications:4-6 years of relevant experience in the Financial Service industryIntermediate level experience in Applications Development roleConsistently demonstrates clear and concise written and verbal communicationDemonstrated problem-solving and decision-making skillsAbility to work under pressure and manage deadlines or unexpected changes in expectations or requirementsEducation:Bachelor's degree/University degree or equivalent experienceThis job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.-------------------------------------------------Job Family Group: Technology-------------------------------------------------Job Family:Applications Development------------------------------------------------------Time Type:Full time------------------------------------------------------Citi is an equal opportunity and affirmative action employer.Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Citigroup Inc. and its subsidiaries (Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review .View the  poster. View the .View the .View the"
30,Java fullstack,TATA Consultancy Services Ltd.,3-10 years,Not Specified,job description is not available for this job
31,Java Developer,TATA Consultancy Services Ltd.,2-10 years,Not Specified,job description is not available for this job
32,Senior Java Developer,Siemens Technology,4-6 years,Not Specified,"Job Description :Role : Core Java developer The world never stands still. And new challenges arise every day. With a passion for questioning things, for supplying ideas, and intelligently driving things forward we are helping society move towards a more intelligent future. Be it with technologies that reduce carbon emissions in cities or hyperintelligent robots. This is how we are able, to tackle the most important projects and push them forward together. Help us shape the future. With our innovative and integrated technology we support our customers in continuously improving the reliability, safety, and efficiency of products, processes and plants. Can you help us shape the future We're looking for dedicated people with the skills and vision to build a better tomorrow. Join our Core Java developer team and help us create the technology that will transform entire industries, cities and even countries. Change the future with us ! Primarily responsible for the development and delivery of parts of software component(s) in projects based on the software design. Responsibilities . Analyze software requirements and software functional specification. . Define and document low level design . Development on differentiated tasks by translating the software design into code in accordance to the partners quality requirements. . Implement and document assigned part of component / work product based on project schedule. . Write code/test code for part of software component/ work product. Unit test the implemented solutions. . Investigate and fix software defects found by test / review team to ensure product quality. . Ensure quality of the developed part of component(s) / work product(s) (conformance with development process) and its technical delivery. . Submit the work products into the software configuration management. . Perform regular internal technical coordination / review to ensure risk identification and to support the initiation of risk mitigation by Project Manager and all relevant project stakeholders. Required Skills and Experience . B.E. / B. Tech / MCA/ M. Tech (Computer Science/Electronics & Communication/Electrical). . 4 to 6 years of Project experience preferably in real time applications . Project experience in Core Java development with good knowledge of OOPS concepts, collection and concurrency. . Should have hands on experience in writing unit test cases using Junit & Mockito framework . Should have hands on experience of memory and performance profiling tools . Good to have hands on experience in Java 11 functionalities. . Good knowledge of design principles and design patterns. We've got quite a lot to offer. How about you This role is based in Bangalore. You'll also get to visit other locations in India and beyond, so you'll need to go where this journey takes you. In return, you'll get the chance to work with teams impacting entire cities, countries - and the shape of things to come. We're Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow. Find out more about Siemens careers at: www.siemens.com/careers Organization: Advanta Company: Siemens Technology and Services Private Limited Experience Level: Experienced Professional Full / Part time: Full-time"
33,Senior Java Developer,Siemens Technology,5-8 years,Not Specified,"Job Description :Role Senior Java Developer The world never stands still. And new challenges arise every day. With a passion for questioning things, for supplying ideas, and intelligently driving things forward we are helping society move towards a more intelligent future. Be it with technologies that reduce carbon emissions in cities or hyperintelligent robots. This is how we are able, to tackle the most important projects and push them forward together. Help us shape the future. With our innovative and integrated technology we support our customers in continuously improving the reliability, safety, and efficiency of products, processes and plants. Can you help us shape the future We're looking for dedicated people with the skills and vision to build a better tomorrow. Join Senior Java Developer team and help us create the technology that will transform entire industries, cities and even countries. Change the future with us and What are my responsibilities We are looking for Bachelor's Degree in Computer Science 5+ years professional experience in software development 3+ years of experience in designing and implementing distributed systems (incl. Microservices) 3+ years of experience in Java and related technologies Experience with Agile/Scrum environment Ability to effectively articulate technical challenges Preferred Qualification Experience with semantic technologies like OWL, RDF Experience with cloud solutions (AWS, Azure and related technologies) Experience with different database systems (e.g. NoSql, RDBMS graph databases) Experience with container technologies (Docker, Kubernetes) Expertise in Test Driven Development, have a profound understanding of the test automation We've got quite a lot to offer. How about you This role is based in Bangalore. You'll also get to visit other locations in India and beyond, so you'll need to go where this journey takes you. In return, you'll get the chance to work with teams impacting entire cities, countries - and the shape of things to come. We're Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow. Find out more about Siemens careers at: www.siemens.com/careers Organization: Advanta Company: Siemens Technology and Services Private Limited Experience Level: Experienced Professional Full / Part time: Full-time"
