SN,Title,Company,Experience,Salary,Description
10,"C++,IP Networking , L2/L3 Protocol Development and Testing",Tata Group,Not Specified,Not Specified,"C++, with IP networking,Should be strong in L2 and L3 protocols(BGP, ISIS, OSPF) with CCNA Certification"
11,Hardware Networking- Engineer/Technician/Executive,Vishvas Management Consultants,1-11 years,110000 - 120000 INR,"Day to Day maintenance of following-40 PCs & Server in 3 units of manufacturing company offices & shop floor.coordinate with software executivehelp users & solve their problems of devices -PCs,CPU,Wiring, Printer, Keyboard,UPS etc. LAN devices to be checkedImplement changes in up gradation of programs & DevicesRecommend configuration changes & purchase of new computer hardwareTraining the users for changes in technology & IT products"
12,Data Center Networking Technologies Operations Application Tech Support Practitioner,Accenture,6-8 years,Not Specified,job description is not available for this job
13,Data Center Networking Technologies Operations Application Support Engineer,Accenture,4-6 years,Not Specified,job description is not available for this job
14,Retail Operations Manager,Shoppersstop,5-10 years,Not Specified,Job Description :The Retail Operations Manager is responsible for driving retail sales while delivering 5 Star Customer Service. This involves managing and developing the talent and capabilities of their team to achieve optimal performance. The person is also required to deliver retail operational excellence to provide an efficient and effective work environment. Strong communication and exceptional follow through are essential to delivering excellence in execution. Role : Drive retail sales performance Develop and manage talents and capabilities of the teamDeliver 5 star customer experienceDevelop and manage talents and capabilities of the team
15,Data Center Networking Technologies Operations Application Tech Support Practitioner,Accenture,4-6 years,Not Specified,job description is not available for this job
16,Hiring L2 L3 Network Protocol Testing with Python for Happiest Minds - Bengaluru,Top Source Consulting Services LLP,1-11 years,Not Specified,"Permanent opportunity with Happiest Minds. Company is Ranked 21 in India's Best Companies to work for 2021 Company is Ranked 63rd among Asia's Top 100 Great Place to work for 2021 Required skills: L2, L3 Protocol Testing with Python Automaton experience, Data Network - Routing & Switching Experience: 2 to 14 years work location: Bengaluru (Hybrid model) Education: BE/B.Tech/MCA  Please ignore if already applied or attended interview with Happiest Mindsshare your resume to [Confidential Information] #VLAN, #STP, #RSTP, #OSPF, #QOS, #BGP, LLDP, #MPLS, #SDN, #SDWAN, Spirent, IXIA, L2, L3, Protocol, Testing, switches, Netconf, Python, #pycharm pytest, pyqt, Pyats, robot, Automation, yaml, ipv4, Ipv6, #LxLAN, #BGP EVPN, #LACP, #ACL, #SNMP Regards Srinivas"
17,Cloud Support Eng I (Win),Amazon,2-5 years,Not Specified,"Job Description :Job summaryAmazon Web Services is the global market leader and technology forerunner in the Cloud business. As a member of the AWS Support team in Amazon Internet Services Private Limited (AISPL), you will be at the forefront of this transformational technology, assisting a global list of companies and developers that are taking advantage of a growing set of services and features to run their mission-critical applications. As a Cloud Support Engineer, you will act as the Cloud Ambassador across all the cloud products, arming our customers with required tools & tactics to get the most out of their Product and Support investment. Would you like to use the latest cloud computing technologies Do you have an interest in helping customers understand application architectures and integration approaches Are you familiar with best practices for applications, servers and networks Do you want to be part of a customer facing technology team in India helping to ensure the success of Amazon Web Services (AWS) as a leading technology organization  If you fit the description, you might be the person we are looking for! We are a group of smart people, passionate about cloud computing, and believe that world class support is critical to customer success. WHAT CAN YOU EXPECT FROM A LIFE AT Amazon  Every day will bring new and exciting challenges on the job while you: . Learn and use groundbreaking technologies. . Apply advanced troubleshooting techniques to provide unique solutions to our customers individual needs. . Interact with leading engineers around the world. . Partner with Amazon teams in India to help reproduce and resolve customer issues. . Leverage your extensive customer support experience to provide feedback to internal Amazon teams in India on how to improve our services. . Drive customer communication during critical events. . Drive projects that improve support-related processes and our customers technical support experience. . Write tutorials, how-to videos, and other technical articles for the developer community. . Work on critical, highly complex customer problems that may span multiple AWS services. WHY AWS PREMIUM SUPPORT . First and foremost this is a customer support role - in The Cloud. . On a typical day, a Support Engineer will be primarily responsible for solving customer's cases through a variety of customer contact channels which include telephone, email, and web/live chat. You will apply advanced troubleshooting techniques to provide tailored solutions for our customers and drive customer interactions by thoughtfully working with customers to dive deep into the root cause of an issue. . Apart from working on a broad spectrum of technical issues, an AWS Support Engineer may also coach/mentor new hires, develop & present training, partner with development teams on complex issues or contact deflection initiatives, participate in new hiring, write tools/script to help the team, or work with leadership on process improvement and strategic initiatives to ensure better CX and compliance with global AWS standards, practices and policies. . Career development: We promote advancement opportunities across the organization to help you meet your career goals. . Training: We have training programs to help you develop the skills required to be successful in your role.  We hire smart people who are keen to build a career with AISPL, so we are more interested in the areas that you do know instead of those you haven't been exposed to yet. . Support engineers interested in travel have presented training or participated in focused summits across our sites or at specific AWS events. . As we operate on a follow-the-sun model, with Premium Support sites located globally, there is no after hours on-call or mandated overtime in this role.Basic Qualifications :The Windows role supports our services that focus on identity and access management, compliance and auditing, web applications and more.AWS Premium Support operates in shift and work will be required to include afternoon, weekend and holidays BASIC QUALIFICATIONS . Bachelor's degree OR equivalent experience in a technical position . Requires minimum of 2+ yrs experience in relevant technical position . Advanced experience in enterprise systems administration in Windows Server and related services (Active Directory, DNS, IIS, MSSQL, SharePoint, Exchange, Windows server, Single Sign On). . Knowledge of Windows troubleshooting tools (Event viewer, Task manager, WinDbg, Windows Sysinternals, perfmon, WPR/WPA). . Experience in Networking and troubleshooting (TCP/IP, DNS, routing, switching, firewalls, or LAN/WAN) Knowledge of Windows troubleshooting tools (WinDbg, Windows Sysinternals, perfmon, WPR/WPA).Preferred Qualifications :Advanced experience in Cloud computing (AWS, Azure, OpenStack).Experience with programming/scripting (Batch, Perl, Ruby, VB, PowerShell, Java, C# and/or PHP).Experience managing full application stacks from the OS up through custom applications.Experience with System Administration with Linux (Ubuntu, CentOS, RedHat) and/or Microsoft Windows Server and associated technologies (Active Directory, Exchange).Experience with Network troubleshooting tools (telnet, test-netconnection, tracert, tracetcp, iperf, ntttcp, dig, and packet capture tools).Knowledge of storage technologies.Experience with Cloud services and Cloud deployments. Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status."
18,Service Desk_1+Years_Pune_Contract Role,Quess IT Staffing (Formerly known as Magna Infotech),1-4 years,Not Specified,If interested to work on contract role please share your updated resume to [Confidential Information]Role: Service DeskExperience: 1+YearsLocation: PuneDuration:8MonthsContract Role with ClientPayroll: Quess IT StaffingDescription: Achievement of agreed KPI in order to meet quality / productivity targets.Maintain transactional accuracy as per the set quality targetsAdherence to the organizational procedures and policiesProfessional approach and behaviors that aligns commitment to and delivery of the Brand Essence of Vodafone UK Excellent ability to work with the team and at the same time demonstrate performance driven by individual efforts and initiativesTop 3 Skills Required * Fixed Line knowledge * Good communication skills * Flexible and accommodative working style and a good team player Best RegardsPallaviSr HR Consultant8341364284Quess IT Staffing
19,Network Engineer Required In Canada | Singapore,Adal Immigrations LLP,3-10 years,5000000 - 7000000 INR,Call & WhatsApp to Ms.Akansha -+91-9311380077Meeting with the product design team to determine product testing parameters.Writing test plans and creating test cases for the product.Conducting quality assurance and designing performance tests using the new testing procedures.Troubleshooting any errors and streamlining the testing procedures.Writing up the final QA and test procedures for the quality technicians.Training the quality assurance staff and providing technical support when needed.Ensuring all tests and procedures meet company and industry standards.Preparing test reports for management.
20,Department Manager,Shoppersstop,3-7 years,450000 - 600000 INR,"Job Description : Set & Achieve the sales objective Develop, Communicate & Monitor sales plan to achieve the targets Ensure Floor is set as per Planogram Ensure manpower availability at all times Ensure merchandise is stacked properly for customers at all times Communicate, maintain, replenish the Visual Merchandise plan Inventory Management - Track top 5 styles in every sub department Provide feedback to merchandiser Ensure prompt customer service Team Management Identify training and Development Needs of Subordinates Competition Survey Shrinkage Control Role : Set & Achieve the sales objective Develop, Communicate & Monitor sales plan to achieve the targets Ensure Floor is set as per Planogram Ensure manpower availability at all times Ensure merchandise is stacked properly for customers at all times Communicate, maintain, replenish the Visual Merchandise plan Inventory Management - Track top 5 styles in every sub department Provide feedback to merchandiser Ensure prompt customer service Team Management Identify training and Development Needs of Subordinates Competition Survey Shrinkage Control"
21,Cloud Support Eng. I (Win),Amazon,2-5 years,Not Specified,"Job Description :Job summaryAmazon Web Services is the global market leader and technology forerunner in the Cloud business. As a member of the AWS Support team in Amazon Internet Services Private Limited (AISPL), you will be at the forefront of this transformational technology, assisting a global list of companies and developers that are taking advantage of a growing set of services and features to run their mission-critical applications. As a Cloud Support Engineer, you will act as the Cloud Ambassador across all the cloud products, arming our customers with required tools & tactics to get the most out of their Product and Support investment. Would you like to use the latest cloud computing technologies Do you have an interest in helping customers understand application architectures and integration approaches Are you familiar with best practices for applications, servers and networks Do you want to be part of a customer facing technology team in India helping to ensure the success of Amazon Web Services (AWS) as a leading technology organization  If you fit the description, you might be the person we are looking for! We are a group of smart people, passionate about cloud computing, and believe that world class support is critical to customer success. WHAT CAN YOU EXPECT FROM A LIFE AT Amazon  Every day will bring new and exciting challenges on the job while you: . Learn and use groundbreaking technologies. . Apply advanced troubleshooting techniques to provide unique solutions to our customers individual needs. . Interact with leading engineers around the world. . Partner with Amazon teams in India to help reproduce and resolve customer issues. . Leverage your extensive customer support experience to provide feedback to internal Amazon teams in India on how to improve our services. . Drive customer communication during critical events. . Drive projects that improve support-related processes and our customers technical support experience. . Write tutorials, how-to videos, and other technical articles for the developer community. . Work on critical, highly complex customer problems that may span multiple AWS services. WHY AWS PREMIUM SUPPORT . First and foremost this is a customer support role - in The Cloud. . On a typical day, a Support Engineer will be primarily responsible for solving customer's cases through a variety of customer contact channels which include telephone, email, and web/live chat. You will apply advanced troubleshooting techniques to provide tailored solutions for our customers and drive customer interactions by thoughtfully working with customers to dive deep into the root cause of an issue. . Apart from working on a broad spectrum of technical issues, an AWS Support Engineer may also coach/mentor new hires, develop & present training, partner with development teams on complex issues or contact deflection initiatives, participate in new hiring, write tools/script to help the team, or work with leadership on process improvement and strategic initiatives to ensure better CX and compliance with global AWS standards, practices and policies. . Career development: We promote advancement opportunities across the organization to help you meet your career goals. . Training: We have training programs to help you develop the skills required to be successful in your role.  We hire smart people who are keen to build a career with AISPL, so we are more interested in the areas that you do know instead of those you haven't been exposed to yet. . Support engineers interested in travel have presented training or participated in focused summits across our sites or at specific AWS events. . As we operate on a follow-the-sun model, with Premium Support sites located globally, there is no after hours on-call or mandated overtime in this role.Basic Qualifications :The Windows role supports our services that focus on identity and access management, compliance and auditing, web applications and more. BASIC QUALIFICATIONS . Bachelor's degree OR equivalent experience in a technical position . Requires minimum of 2+ yrs experience in relevant technical position . Advanced experience in enterprise systems administration in Windows Server and related services (Active Directory, DNS, IIS, MSSQL, SharePoint, Exchange, Windows server, Single Sign On). . Knowledge of Windows troubleshooting tools (Event viewer, Task manager, WinDbg, Windows Sysinternals, perfmon, WPR/WPA). . Experience in Networking and troubleshooting (TCP/IP, DNS, routing, switching, firewalls, or LAN/WAN) Knowledge of Windows troubleshooting tools (WinDbg, Windows Sysinternals, perfmon, WPR/WPA).Preferred Qualifications :PREFERRED QUALIFICATIONS Advanced experience in Cloud computing (AWS, Azure, OpenStack). Experience with programming/scripting (Batch, Perl, Ruby, VB, PowerShell, Java, C# and/or PHP). Experience managing full application stacks from the OS up through custom applications.Experience with System Administration with Linux (Ubuntu, CentOS, RedHat) and/or Microsoft Windows Server and associated technologies (Active Directory, Exchange). Experience with Network troubleshooting tools (telnet, test-netconnection, tracert, tracetcp, iperf, ntttcp, dig, and packet capture tools). Knowledge of storage technologies. Experience with Cloud services and Cloud deployments. Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status."
22,Department Manager,Shoppersstop,Not Specified,450000 - 600000 INR,"Job Description : Set & Achieve the sales objective Develop, Communicate & Monitor sales plan to achieve the targets Ensure Floor is set as per Planogram Ensure manpower availability at all times Ensure merchandise is stacked properly for customers at all times Communicate, maintain, replenish the Visual Merchandise plan Inventory Management - Track top 5 styles in every sub department Provide feedback to merchandiser Ensure prompt customer service Team Management Identify training and Development Needs of Subordinates Competition Survey Shrinkage Control Role : Set & Achieve the sales objective Develop, Communicate & Monitor sales plan to achieve the targets Ensure Floor is set as per Planogram Ensure manpower availability at all times Ensure merchandise is stacked properly for customers at all times Communicate, maintain, replenish the Visual Merchandise plan Inventory Management - Track top 5 styles in every sub department Provide feedback to merchandiser Ensure prompt customer service Team Management Identify training and Development Needs of Subordinates Competition Survey Shrinkage Control"
23,Area Visual Merchandiser,Shoppersstop,5-10 years,700000 - 1200000 INR,"Job Description : Implementation of all agreed VM guidelines for the stores (5-8) in the respective Area. Maximizing the Brand Visibility.Responsible for the New Store setup.Responsible for Implementation of new season Launches.Coordinating with Operations & Marketing team to maximize the revenue - creates display environment which not only encourages shopping but positively influences sale & maximizes returns from floor space through VM interventions.Liaise & coordinate with vendors, operation managers, department managers in theimplementation of promotional brand activities & visual retail executions Responsible for the management of VM assets for the area. Training the unit VM's Visual Merchandising concepts, guidelines, providing support.Planning, prioritizing and delegating visual work-load.Manage annual allocated budget by managing expenditure up to set limits, optimizing and reducing costs where possible and reporting variances versus budget, in order to ensure effective cost.Routinely travel to stores within the Area to execute and maintain the visual standards.Role : Implementation of all agreed VM guidelines for the stores (5-8) in the respective Area. Maximizing the Brand Visibility.Responsible for the New Store setup.Responsible for Implementation of new season Launches.Coordinating with Operations & Marketing team to maximize the revenue - creates display environment which not only encourages shopping but positively influences sale & maximizes returns from floor space through VM interventions.Liaise & coordinate with vendors, operation managers, department managers in theimplementation of promotional brand activities & visual retail executions Responsible for the management of VM assets for the area. Training the unit VM's Visual Merchandising concepts, guidelines, providing support.Planning, prioritizing and delegating visual work-load.Manage annual allocated budget by managing expenditure up to set limits, optimizing and reducing costs where possible and reporting variances versus budget, in order to ensure effective cost.Routinely travel to stores within the Area to execute and maintain the visual standards."
24,"Staff-2 VMC NSX (C++, Java/Python, Networking, Cloud, Architect)",Vmware,8-11 years,Not Specified,"Why will you enjoy this new opportunityNSX has revolutionized the virtual security and networking paradigm for the last 8 years. We have created a new market segment by providing an easy to use, fully software defined and controlled security & networking platform. NSX as a network virtualization platform delivers the operational model of a virtual machine for the network. Virtual networks reproduce the network model in software, allowing complex multi-tier network topologies to be created and provisioned programmatically in seconds. NSX includes a library of logical networking services - logical switches, logical routers, logical firewalls, logical load balancers, logical VPN, QoS, and distributed security. For more information - see here -https://www.vmware.com/products/nsx.htmlNSX-T is changing the face of IT by making it possible to construct an entire Software Defined Data Center (together with other VMware products such as vSphere and vSAN) with the click of a button, erasing barriers between on-premise and elastic cloud resources. In addition to offering SDDCs on enterprise private clouds, VMware also offers the same SDDC-as-a-service on public clouds such as AWS and to customer's on-premises datacenter and edge locations. All networking within VMware's hybrid cloud solutions is provided by VMware NSX-T.The VMC NSX team is part of the NASBG R&D organization that is at the center of VMware's journey in becoming the ultimate Multi-Cloud platform. This team delivers some of the fundamental platform components for enabling consumption of NSX-T as a Hybrid cloud networking stack across multiple cloud platforms: VMware cloud on AWS (VMC on AWS), Alibaba cloud VMware solution (ACVS), Google cloud VMware engine (GCVE), Azure VMware solution (AVS) etc.What is the primary need, technical challenge, and/or problem you will be responsible forThis opportunity will provide you with a hands-on architect level leadership role to deliver consistent platform capabilities like Policy, Life cycle and Infrastructure management of NSX-T networking and security on multiple public clouds with a keen focus on VMware's Hyperscaler partner solutions (ACVS, GCVE, AVS etc). These features abstract public clouds internal networks, connects hosts, provides logical networks to virtual machines, manage the security aspects of the SDDC including the management and compute gateway firewalls & distributed firewall which enables micro-segmentation for an enhanced security posture.This unique opportunity is at the intersection of NSX-T and public cloud networking and provides excellent scope for you to make an impact with your architecture and design leadership. You will work with and mentor a talented team of engineers working across a vertical stack comprising distributed management components implementing network policies and life cycle management and system agents enforcing these on each of the transport nodes. This team works in an agile fashion with quarterly deliverables in a fast-paced organization.Success in the Role:What are the performance goals over the first 6-12 months you will work toward completing. Quickly build context on NSX-T, VMC on AWS, ACVS, GCVE and AVS and active deliverables in these programs and gain the respect of a highly technical team with breadth and depth of your technical knowledge.. Lead and drive ongoing Hyperscaler projects from a technical standpoint. . Bootstrap and own Partner and end customer focussed initiatives and drive Architecture closure.. Guide team towards design, implementation across multiple projects.What type of work will you be doing What assignments, requirements, or skills will you be performing on a regular basisAs an Engineering architect, you will:. Lead architecture, design, implementation and deployment of feature roadmap to meet customer requirements.. Continuously collaborate with respective application offerings to guide them towards an opinionated architecture.. Participate in daily stand-ups and help facilitate technical & architectural decisions.. Drive customer defect triages and ensure time bound resolution in close collaboration with Escalation and Support teams.. Review and signoff design, code, test plans with keen attention to detail and making critical assessment of different features, their integration touchpoints and potential 2nd order impact on customers.. Be organized and bring clarity where there is uncertainty, managing risk and continuously deliver value. Help ensure engineering teams have the technical direction needed to be successful in building out new features and enhancements.. Work closely and engage with VMware executives, Product Management and other Engineering teams to obtain prompt resolution to issues likely to impact product release schedules and product quality.. Demonstrate energy and passion with extreme focus on quality and customer success with excellent architecture with built in operational capabilities.. Leverage your software development experience in networking/cloud and best practices to ensure the team is highly energized & productive.. Challenge status-quo and be the torch bearer for driving innovation in the teamThe technical experience in your background which may help your success in this new role include: . Bachelor's degree in Computer Science or equivalent with 16+ years of hands-on software development experience in Networking domain, Distributed systems, Network Virtualization. . 4+ years of experience in providing hands-on technical leadership to engineering teams and delivering one or more large-scale product(s) working with cross functional teams.. Demonstrable track record of architecting, designing reusable, high-performing and scalable systems along with solid knowledge of modern software engineering principles and frameworks.. Should be conversant in more than one of the following technologies: Java, Python, C++, REST APIs. Ideal candidate will have a solid systems background with either prior experience or passion to scale up and work across the application stack.. Prior experience in Public/Hybrid cloud networking in AWS/GCP/Azure and Network Policy management will be a major plus. . Excellent verbal & written communication skills and executive presence along with a passion for collaborative development with an absolute focus on quality and operational efficiencyWhat is the leadership like for this roleYou will be reporting to Director of Engineering who will work with you to set strategy, provide guidance, and remove impediments. He will expect you to be self-driven, creative, and energized to technically drive the team's mission. You are also expected to operate with a high degree of end-2-end ownership - the ability to determine what needs to be done and making it happen working closely with your manager and the rest of your team mates.Where is this role locatedFlexible: The role is considered flexible and will be a mix of working from a local VMware officeand remote depending on your preferences and the arrangements determined with your future manager. You will be expected to live within a reasonable non-daily commute of the office.What are the benefits and perks of working at VMwareYou and your loved ones will be supported with a competitive and comprehensive benefits package. Below are some highlights, or you can view the complete benefits package by visiting www.benefits.vmware.com.. Employee Stock Purchase Plan. Medical Coverage, Retirement, and Parental Leave Plans for All Family Types. Generous Time Off Programs. 40 hours of paid time to volunteer in your community. Rethink's Neurodiversity program to support parents raising children with learning or behavior challenges, or developmental disabilities. Financial contributions to your ongoing development (conference participation, trainings, course work, etc.). Wellness reimbursement and online fitness and wellbeing classesVMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape what's possible today at http://careers.vmware.com.Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law."
