SN,Title,Company,Experience,Salary,Description
10,Relationship Manager - Business Banking-BRANCH BANKING-Relationship Management,Kotak Mahindra Bank Limited,4-5 years,Not Specified,"JOB ROLE :.Develops new and expands existing High Net worth Customer relationships for liabilities and commercial assets. .Ensures high levels of customer service orientation and application of bank policy. .Cross sells existing bank products to customers. .Informs customers of new products or product enhancements to further expand the banking relationship. .Plans and conducts special sales initiatives and events for prospective and existing clients. .Coordinates with other group companies to provide seamless access to other products. .Maintains complete relationship record for assigned customer accounts. .Tracks customer complaints/queries and turnaround times for customer satisfaction JOB REQUIREMENT:.4 to 5 years work experience .Developing and maintaining banking relationships with a select group of high net worth customers through individualized customer service. .Very good understanding of Trade and Forex. .Very good understanding of Commercial Assets like CC, OD, TL, Export Finance etc .Understanding of MF and Insurance an added advantage Customer orientation, .High energy and drive. .Go getter attitude. Self motivated with a passion to achieve."
11,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
12,Relationship Manager - Business Banking-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,4-5 years,Not Specified,"JOB ROLE :.Develops new and expands existing High Net worth Customer relationships for liabilities and commercial assets. .Ensures high levels of customer service orientation and application of bank policy. .Cross sells existing bank products to customers. .Informs customers of new products or product enhancements to further expand the banking relationship. .Plans and conducts special sales initiatives and events for prospective and existing clients. .Coordinates with other group companies to provide seamless access to other products. .Maintains complete relationship record for assigned customer accounts. .Tracks customer complaints/queries and turnaround times for customer satisfaction JOB REQUIREMENT:.4 to 5 years work experience .Developing and maintaining banking relationships with a select group of high net worth customers through individualized customer service. .Very good understanding of Trade and Forex. .Very good understanding of Commercial Assets like CC, OD, TL, Export Finance etc .Understanding of MF and Insurance an added advantage Customer orientation, .High energy and drive. .Go getter attitude. Self motivated with a passion to achieve."
13,Relationship Manager - Branch Banking-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,3-5 years,Not Specified,JOB ROLE :.Develops new and expands existing High Net worth Customer relationships for liabilities by sourcing customers. .Sources new bank customers through external individual efforts and acquisition channel. .Cross sells bank products to existing set of Branch customers which are mapped. .Informs customers of new products or product enhancements to further expand the banking relationship. .Plans and conducts special sales initiatives and events for prospective and existing clients. .Coordinates with other group companies to provide seamless access to other products. .Maintains complete relationship record for assigned customer accounts. .Tracks customer complaints/queries and turnaround times for customer satisfaction JOB REQUIREMENT:.Graduate - 3 -5 years of experience .Post Graduate - 2 -3 years of experience .Customer orientation .High energy and drive AMFI / IRDA certified is preferred
14,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
15,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
16,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
17,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
18,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
19,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
20,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
21,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
22,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
23,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
24,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
25,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
26,SDO Authorizer - Branch Banking - Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE : . Handling personalized service requests of customers. . Generation of timely business MIS. . Ensuring strict adherence to compliance, audit and regulatory requirements for customer segment. . Coordination with CPC/RPC/Investment desks for acco Description for Internal Candidates JOB ROLE : .Handling personalized service requests of customers. .Generation of timely business MIS. .Ensuring strict adherence to compliance, audit and regulatory requirements for customer segment. .Coordination with CPC/RPC/Investment desks for account opening of customers. .Managing complaints of customers and ensuring their resolution within TAT. JOB REQUIREMENT: .Developing and maintaining banking relationships with a select group of high net worth customers .Excellent communication skills with customer service orientation .Courteous and polite. .Good knowledge of Microsoft excels. Understanding of banking norms and processes."
27,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
28,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
29,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
30,Relationship Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Handle customer service requirements like account opening, DMAT account opening, grievances, liability product selling, liability on product features, Cheque book insurance. .Speed and efficiency of service given .Sales targets for banks and investment products. .Going beyond the professional need of the customer by providing other products. Enhancement of customer value .Cross-sale of asset products .Back-up to relationship managers holding HNI relationship .Customer acquisition through referrals JOB REQUIREMENT:.Equal blend of service and sales orientation. In absence of equality, prefer sales orientation as a skew .Thorough understanding of banking .Customer Retention Cost Efficiency Through Process"
31,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
32,Service Officer-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,Not Specified,Not Specified,"JOB ROLE :.Redress customer needs pertaining to cash, DDs, cheque deposits, general information. .Speed and accuracy of transaction. .Exploitation of other business opportunities sensed. .Providing quality of experience that will ensure retention and positive word-of-mouth. JOB REQUIREMENT:.Should have handled SO profile MBA/Graduate"
33,Branch Operations Manager-BRANCH BANKING-Branch Banking,Kotak Mahindra Bank Limited,6-8 years,Not Specified,"Job Role:. Lead the Service Team. . Ensuring regulatory and procedural compliance . To co-ordinate the audit of the branch . Ensuring service excellence to enhance portfolio, control retention and better cross sell . Authorize and check RO / SO entries . Check end products . Check vouchers to clear transactions of Rs. 10 lakhs & above . Vault / Key custodian Job Requirement:. Customer service oriented . Meticulous . Eye for details . Ability to manage and motivate front office staff. . Thorough overall understanding of banking . Graduate/MBA . Graduates with 6-8 years experience . MBA with 4-6 years experience . Should possess customer orientation and team leader qualities"
34,"Manager, Digital banking",Standard Chartered,Not Specified,Not Specified,"About Standard CharteredWe're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:Do the right thing and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we doNever settle, continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so wellBe better together, we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long termIn line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.Core bank funding for retirement savings, medical and life insurance, with flexible and voluntary benefits available in some locationsTime-off including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimumFlexible working options based around home and office locations, with flexible working patternsProactive wellbeing support through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills,global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkitsA continuous learning culture to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learningBeing part of an inclusive and values driven organisation, one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.Recruitment assessments - some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.Role ResponsibilitiesStrategyDigital roadmap:Design and drive the digital capability roadmap for CPBB India by liaising closely with relevant business and support functions and closely tracking the competitive and regulatory environment.Key focus areas will be across front end changes (i.e. client facing capability rollouts), backend digitization to drive cost efficiencies and capabilities to enable our front-line teams. Client facing changes will be a combination of sales related capabilities as well as engagement and servicing.Digital adoption: Drive digital adoption for:o Drive adoption of Digital channels for servicing needs in line with the corporate plan o Digital channels (Internet banking, SC Mobile, SC UPI, EB App, Wealth App)o Adoption of new payment initiatives like UPI, Bharat QR, BBPS, Visa Checkout etc.BusinessKey Performance Indicators. Monetization of digital assets and capabilities (revenue generation and cost efficiencies). Relative competitive rating in Digital NPS on the back of capability roll-outs. Digitally active client by channel / platform in line with the corporate plan. Total growth in Digital transactionso Financial:. Money transfers Utility payments. Third party services (EB App). Deposits & Mutual funds. Credit card payments Payment gateway transactionso Non-Financial:. Service requests. Data locker . Statement and advises adoption. No. of financial transactions per active customer. Incremental revenue generated through Digital adoption. Revenue generated from Digital adoptionProcessesWill be responsible to implement projects in line with the Bank&rsquos project management framework.Risk ManagementEnsure compliance with the Bank&rsquos IT security, Client authentication and privacy controls.Governance Will be responsible to ensure compliance with the Group Digital GPS for internet and mobile banking and all new capabilities implementedRegulatory & Business Conduct Display exemplary conduct and live by the Group&rsquos Values and Code of Conduct. Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct.Leadto achieve the outcomes set out in the Bank&rsquos Conduct PrinciplesEffectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.Exercise authorities delegated by the Board of Directors and act in accordance with Articles of AssociationKey Stakeholders. Country and group technology teams . Country Product and segments. Country OPS and CE teams . Country and Group project management team. Country PDU. Country marketingOur Ideal Candidate3  4 years work experiencePost graduate, preferably with an MBA and / or some experience in Digital BankingVisit our careers website"
35,Relationship Manager - Banking Solutions-Kotak Private Banking-Banking Solution,Kotak Mahindra Bank Limited,12-18 years,Not Specified,"Background:The Banking Solutions vertical within the Wealth Management division has been a big success story. As of now, the team comprises of RMs (Product) who work closely with the Wealth relationship team and deep-mine their customer base for business banking opportunities. Given that SME is a major thrust area for Wealth and that the primary drivers in this segment are around business banking, we have started to hire Relationship Managers (Sales) within the Banking Solutions vertical. The mandate to this team is to increase the penetration of the Wealth division in the SME segment by acquiring and managing these relationships with focus on their business banking needs. Acquisitions Acquisition of Emerging Corporate Profile customers Originate NTB prospects through direct sourcing and open market channels To sell Banking products (Treasury - FX, Asset based( Fund/ non Fund) / Liability, Transaction Banking, Trade Finance) Collaborate with captive channels like branch banking, privy etc. for lead origination. Build rapport with key decision makers (promoters, CFOs etc.) Understand and monitor client business and financials for ensuring suitable and timely solution or corrective action Collaborate with trade finance ,CMS, operation, treasury , legal and branch banking team for seamless customer service Closely work with credit team for managing client expectation and effective risk management Referral generation from existing portfolio Monitoring portfolio performance Deepening of existing relationship To have knowledge on basic banking and products such as TRADE, FOREX, CMS, to seamlessly manage customer queries To have an understanding of industry segments/clusters for reaching out to targeted corporate customers To be constantly abreast of general economic and market indicators Job Requirements Overall 12-18 years of Banking experience Excellent written and oral communication skills Good understanding of Current Accounts & Business Banking & related products such as trade, CMS, credit, forex would be an added advantageSales orientation is a must High energy and drive Self-motivated with a passion to achieve MBA / Graduate  Applicattion If you wish to apply for this job position, please fill your details in the Kotak Fast Track Application Form and mail to [Confidential Information]Please mention the following in the subject line as Position Name -Your Name - Your Current Business Group"
