SN,Title,Company,Experience,Salary,Description
65,SAP for Oil & Gas Production and Revenue Accounting Application Lead,Accenture,6-8 years,Not Specified,job description is not available for this job
66,SAP for Oil & Gas Production and Revenue Accounting Application Lead,Accenture,6-8 years,Not Specified,job description is not available for this job
67,SAP for Oil & Gas Production and Revenue Accounting Application Lead,Accenture,8-10 years,Not Specified,job description is not available for this job
68,SAP for Oil & Gas Production and Revenue Accounting Application Lead,Accenture,6-8 years,Not Specified,job description is not available for this job
69,Accounts Accountant Accounting Account Assistant Bookkeeper,Research And Consulting Enterprise,3-10 years,Not Specified,"Analyzing financial statements.Verifying accounts payable and receivable.Preparing the compliance reports, budget as well as financial reports.Maintaining the general ledger and sub-ledger accounts of clientsManaging the record keeping for clients including scanning and otherwise entering and maintaining client records using various electronic and internet based record keeping tools.  Experience in ERP, Payroll, Statutory compliances, MIS would be useful. Candidates preferred from English Medium Background.Candidates from BPO's / KPO's having handled similar responsibilities can also apply.Qualification:- B.com, M.com, CA(I)Regards,  RACE PLACEMENTS ********************************** (Research And Consulting Enterprise) D-29-A, Chandra Niwas, Subhash Marg,  C-Scheme, Jaipur- 302001.  Mobile: - 09829053420 / 09828053420 Email: [Confidential Information]; [Confidential Information]  Web:- www.racejpr.com"
70,Investment Accounting Operator,Deutsche Bank,Not Specified,Not Specified,"Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
71,"Oracle Fusion Project  Accounting   Lead, 9 months extendable contract, Offshore WFH",Marc Software Private Limited,6-12 years,Not Specified,"5+ years implementation experience with Oracle EBS and Oracle Cloud in Finance & Oracle Project Accounting Modules; Singapore based client ; 9 months extendable contractPrepare detailed functional specifications for extensions, interfaces, reports & conversions (MD50s & TE40s)Perform Oracle Project Accounting setups .Ready to work in Contract offshore model"
72,Team Lead/Consultant-Finance Processes,Accenture,7-11 years,Not Specified,job description is not available for this job
73,Sr Process Associate – Record to Report (Ledger Accounting Clerk),Siemens Technology,2-5 years,Not Specified,"Job Description :Job title: Sr Process Associate - Record to Report (Ledger Accounting Clerk) We provide a variety of competitive, innovative and reliable Record-to-Report services from maintaining financial records to financial closing and reporting. We process, compile and deliver relevant financial information covering Accounting & Closing, Commercial, Tax and Master Data Services. We deliver maximum value to the business by driving Record-to-Report optimization and digitalization using our entrepreneurial approach. We also support our customers current and future business requirements with the help of our high level of process and automation competency. This is your role. What part will you play You will be responsible for handling GL and Closing & Reporting You will Ensure timeline is followed to complete all activities You will be responsible to handle complex situation at any given point of time - provide guidance to the team members You will provide process improvement ideas and execute them on timely manner for identified gaps You will work with reporting manager and the business units to correct any issues with customer service delivery We don't need superheroes, just super minds. . Graduate from Finance / Accounts background with experience in GL, Closing & Reporting. . More than 2 years overall experience in accounting (R2R/AP/AR) . Good verbal and written communication skills and analytical skills. . Knowledge of SAP and Chart of Accounts . Flexible to work on night shift Make your mark in our exciting world at Siemens: This role is based in Bangalore, where you'll get the chance to work with teams impacting entire cities, countries - and the shape of things to come. We're Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and imagination, and help us shape tomorrow. Organization: Global Business Services Company: Siemens Technology and Services Private Limited Experience Level: Early Professional Full / Part time: Full-time"
74,Manager - Process Improvement,TATA Consultancy Services Ltd.,8-12 years,Not Specified,job description is not available for this job
75,Operations Team Member-TREASURY OPERATIONS-Fund Accounting,Kotak Mahindra Bank Limited,1-2 years,Not Specified,"Uploading of Broker Contract Notes in system. . Uploading of Exchange Orders in system. . Confirmation of Clearing House Trades on Exchange. . Early Pay-In of Securities and Funds. . Margin Payment of Funds. . Processing instructions on NSDL. . Processing of Hand Delivery Trades. . Processing of Corporate Debt Trades. . Interacting with Brokers & Exchanges. . Sending reports to clients. . Processing of trades for PMS clients. . Processing of trades for FDI clients. . Processing Fund Transfer Instructions . Knowledge of Indian Capital Markets, SEBI & RBI Regulations. . Job requires at least 1-2 years experience preferably with Custody Services unit of any Bank."
76,"Finance Rptg Analyst I, GRA",Citi,Not Specified,Not Specified,"The Finance Reporting Analyst is an entry level position responsible for assisting in the generation, analysis, and submission of financial reports, in coordination with the broader Financial Reporting Team. The overall objective of this role is to ensure the timely and accurate delivery of reports in accordance with regulatory guidelines.Responsibilities:Support the analysis and submission of reports to various constituencies (local regulators, SEC, Fed, OCC, etc.) based on requirements such as US GAAP, US Regulatory, and local statutory reportingAssist with closing the books and sub-ledgers, including passing appropriate required adjustment entries and consolidating financials at the end of each accounting periodEnsure all accruals and adjustments are accurately calculated and posted within established timelinesEscalate problems or issues related to transactions, processes, reports, or procedures as well as monitor progress/changes and keep senior leadership informed of unusual financial detailsAdhere to both regional and global procedures and rules, such as global policies, change control, methodologies, etc.Work with a team to identify and implement process improvement initiatives or standardizationsAppropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.Qualifications:Previous relevant experience preferredExperience in accounting managementConsistently demonstrates clear and concise written and verbal communication skillsDemonstrated working knowledge of related industry practices and standardsDetail orientedAbility to work unsupervised and adjust priorities quickly as circumstances dictateEducation:Bachelor's Degree/University degree or equivalent experienceThis job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.-------------------------------------------------Job Family Group: Finance-------------------------------------------------Job Family:Financial Reporting------------------------------------------------------Time Type:Full time------------------------------------------------------Citi is an equal opportunity and affirmative action employer.Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Citigroup Inc. and its subsidiaries (Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review .View the  poster. View the .View the .View the"
77,"FinOps Analyst, AP",Amazon,2-5 years,Not Specified,"Job Description :Job summary Job DescriptionThe ideal candidate will be experienced in finance role with an understanding of finance operations and will have experience in relationship management. He/she will have problem solving skills with the focus on improving the processes and strengthening the relationships with the vendors. The candidate will have action-driven approach and will require to work proactively on issues on vendor's account while identifying areas of improvement.Responsibilities include, but are not limited to:Working on Complex vendor queries and resolving the queries in a time bound mannerWorking on underlying issues and fixing the root cause/sLiaising with internal teams to understand vendor issue and working towards resolutionContacting internal stakeholders and coordinating with them on vendor queriesBasic Qualifications :Post graduation or a Master's Degree Accounting/FinancePrior experience of 2+ years in Accounts Payable operationsExperience of working on time critical processesWorking knowledge of Outlook, Excel and WordParticipated in Lean Projects, Quality circles & Creative work groupsPreferred Qualifications :Advanced Excel skills are advantageousKnowledge of Oracle Financial Application (OFA) experience is preferredKnowledge around supplier/vendor payment queries will be preferred"
78,Procurement Executive,Amazon,2-4 years,Not Specified,"Job Description :Job summaryAt Amazon, we're working to be the most customer-centric company on earth. To get there, we need exceptionally talented, bright, and driven people. If you'd like to help us build the place to find and buy anything online, this is your chance to make history. We are seeking a highly effective Procurement receiver with capex and construction procurement experience to optimize and streamline the current work practices related to procurement & invoicing cycle. The person in this role will coordinate with several teams across Amazon and will interact with our key vendors to satisfy organizational requirements. This role will partner with internal business owners and key stakeholders to track and monitor CAPEX, including: material handling and conveyance, racking/storage, IT, facility construction and fit-out upgrades, compliance and other capex equipment. The position will work and partner with multiple teams to develop, analyse and identify areas of improvement and roll out new processes to drive the right input at each stage. Understanding of vendor management, invoicing & internal Amazon system workflows will be key to resolve and mitigate issues.Key job responsibilitiesThe candidate is required to coordinate the project procurement and receiving related work for all formats (FCs, SCs & RCs) and will be based out of North India. The procurement receiver role will be responsible for setting up right processes on every project to meet KPI's and metrics defined for this role. Procurement receiver has to work with all project managers and maintain P2P (purchase to pay) tracker for all projects in the region. The key responsibilities are listed below:. Maintaining PR/PO tracker for all projects.. Work with Projects site Security and Loss Prevention (SLP)/ PMC team to gather daily incoming Projects goods data (Capex build-out and Capex 4M besides IT and other Safety materials which Projects team may order).. Establish a daily input mechanism from SLP team to ensure the goods inward data on the physical registers are converted into MS-Excel form.. Ensure goods are received systemically/ correctly in Coupa based on SLP record of inward / counted goods as per defined SLA's and SOP's. Reconcile the IOH reports shared by AP team for Projects. Analysis & dive deep into the root-causes and provide explanations for discrepancies to Finance partners for review in WBR meetings.. Budget tracker for all projects in region - Budget vs Actual forecast & CAR tracking.. Commercial Closure of PO and Invoice- Weekly (With Site Finance). Raising Trouble tickets, PRs & issuance of Purchase orders.. Support vendor development for the region.. Improve vendor payment experience by ensuring timely payments.. Training to other regions receivers and new hires.. Follow up for advance payments and PBGs. Follow-up for supplies with the suppliers. Coordinate with the AP team for payment processing . Connect with finance team on queries related with taxationThe role will be based in NCR with 10% of time traveling to construction sites within region.Basic Qualifications :.Graduates (preferably B.Com, B. Tech/B.E. background) Preferable work experience in procurement, receiving, warehouse material handling and store management..Should have experience in spend management tools i.e. Coupa, Oracle, SAP etc. regarding the buying, receiving and invoicing activities. .Should have knowledge on commercial taxes & TDS. Should have the competency to make dashboards, reports & trackers for all the Invoices.. Good communication skills. . Proficient in MS office (excel, word, power point).Preferred Qualifications :Prior experience in Oracle Financial Systems - creating PO's etc Accounting Background Commerce Degree Holder Computer Literate."
79,Hiring Private Equity -Fund Accountant - No hedge Accounting please,Ciel HR Services Private Limited,3-8 years,Not Specified,"Qualification  B.com, MBA (equivalent), CA Note - The below explanation to parameters are inclusive and not exhaustive Operations (75%)  Act as the Primary reviewer and quality assurance of the deliverables produced by your team.  Ensure that all client deliverables are on time and meets the EisnerAmper quality  standard  Ensure that controls and processes/procedures are adhered by the your team  Resolve all issues and conflicts that hinder client delivery  Follow up on the escalations from reportees and similarly escalate issues/concerns to  Manager/AVP on timely manner.  Acts as a liaison between your team and CRM/Client.  Work closely with the Manager/AVP and build towards becoming the immediate backup  for Manager  To ensure 1:1 backup/cross training within team members  To complete daily checklists, time sheets etc. and thus keep track of daily issues and  escalate the same to the Manager/AVP in a proactive manner. People Development (5%)  Mentor, encourage and ensure your team communicates/build rapport within, crossfunctional and across offices and thus create a work conducive global environment  Coordinate within the team, cross-functionally and across offices to deliver highest  quality and thus keep the teams motivated and challenged at work.  Groom your immediate one down to higher levels and create bench strength.  Maintain high morale and integrity for self and team so that there is healthy work  relationship and contentment in your teams. End Customer Satisfaction/ CRM satisfaction (5%)  Keep the Client/CRM informed about the expected delay and the reasons thereof  Quickly investigate the root cause of the problem and escalate accordingly.  Provide subject matter knowledge for the client operations  Ensure that all conditions of satisfaction for our Clients/CRM are achieved in full  Facilitate frequent calls/meeting between team, Clients/CRM to set the expectations  right and clear any understanding gaps Process efficiency - automation and special projects (15%)  Know the GENEVA/Bookwp/QB usage for the clients you handle in your team. The  ratio of manual vs automated work involved for this fund.   Help in setting directions and interface with our IT group to support strategic and  tactical functionality specific to our clients resulting in the reduction of pain points and  tasks that inhibit productivity, delivery and efficiency.  Work and strive to implement automation ideas in your team which can result in FTE  and Cycle time save and thus bring about process improvement.  Primary responsibility for ensuring that standardized tools, templates are used  efficiently.  Primary responsibility for proactively adopting changes and improvements in process  and technology in your team.  Actively involve and contribute to Special projects driven by Management and take  lead in completion of the sam"
80,Fresh Post Graduate/Graduate,J.K. Sarawgi And Company,0-2 years,180000 - 250000 INR,"We require a Male/Female candidate who can independently handle the below service areas:1. Post Graduate/Graduate having knowledge of POSH(Prevention of Sexual Harassment) /PSEA(prevention of sexual exploitation and abuse) Act/Laws.2. Good Knowledge of MS- Office, especially excel.3. Excellent verbal & written Communication Skills.4. Candidate should be of residing in the Delhi area will be preferred.for more details about our firm, please log on to: https://jksco.in"
81,Manager - Business Accounting - CSFD - Mumbai - Lower Parel - JM,Tata Group,Not Specified,Not Specified,"o Ensure compliance as per requirement of RBI on assets classification & provisioning norms. o Assist in developing financial projections & business plans to ensure that the assumptions as per management requirements are incorporated after taking care of various projected financial impacts. o Help generate on-time, quality, custom reports based on requirements of external stakeholders such as bankers, lenders, investors, etc. o Contribute to the effective coordination and management of the accounting function ensuring all financial processes, systems, and policies are established and adhered to as well as identifying and arresting revenue leakage areas. o Support the preparation of monthly and annual budgets, ensuring confidentiality of financial data and proprietary information. o Prepare and publish budget vs. expense variance analysis on a monthly basis and identify cost saving & process improvements o Prepare location wise & product wise profitability and present the same at board meetings. o Ensure compliance with all regulatory norms and filing of refinance claims with the regulatory bodies. o Ensure accurate and efficient MIS preparation.CA/MBA/PGDBM Finance"
82,Fund Accounting Analyst 1,Citi,Not Specified,Not Specified,"The Fund Accounting Analyst is an entry level position responsible for assisting in a variety of fund valuation activities in coordination with the Operations - Transaction Services team. The overall objective of this role is to assist in the calculation of daily and periodic Net Asset Valuations (NAVs) for funds and the distribution of associated unit prices.Responsibilities:Monitor the work activities to ensure timeliness/accuracy of the funds activities in a department, including calculation of NAV and distribution factorsAssist in reviewing stock and cash reconciliations as a Checker to ensure the exceptions noted have no NAV impact and items cleared are treated correctlyEnsure corporate actions are correctly reflected on the NAVAssist in handling complex issuesFacilitate prompt investigation and resolution of any client queries in a timely and professional mannerEnsure client Service Level Agreement (SLA) and deadlines are metAssist in the collection and analysis of relevant management information from an operational and client perspectiveAppropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.Qualifications:Relevant experience preferredExperience in accounting, finance, or business-related areaExperience within Financial Services or OperationsMBA graduates, CFA certification or Chartered Accountants preferredProven experience in funds administrationKnowledge of funds services and processesEducation:Bachelor's degree/University degree or equivalent experienceMandatory Requirement:Willing to work in core night shift-------------------------------------------------Job Family Group: Operations - Transaction Services-------------------------------------------------Job Family:Fund Accounting------------------------------------------------------Time Type:Full time------------------------------------------------------Citi is an equal opportunity and affirmative action employer.Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Citigroup Inc. and its subsidiaries (Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review .View the  poster. View the .View the .View the"
83,Product Support Representative Senior,FIS Global Business Solutions India Private Limited,7-9 years,Not Specified,"Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Commerce/Business Travel Percentage : 0%Are you curious, motivated, and forward-thinking At FIS youu2019ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.About the teamWe are looking for an individual to be part of Client Experience (Product Support) team, which supports Investment Accounting Manager (formerly InvestOne). Team provides production support to APAC & Middle East clients for suite of products u2013 with InvestOne at the core of the suite.What you will be doingProviding day-to-day support to clients across multiple FIS products.Ensuring that all client queries are resolved maintaining high quality responses and timeliness.Acting as a first escalation point for clients and liaising with level 3 support teams to ensure issues are prioritized and resolved.Working and liaising with internal teams like product development team, technology services management team, professional services team, etc..Understanding clientsu2019 setup, workflow processes to replicate the client scenario and report the issues to concerned teams.Documenting customer information and recurring technical issues to support product quality programs and product development.What you bringMinimum 7-9 years of Capital Markets (Fund Accounting) experience The ideal candidate must possess NAV calculation experience working with mutual funds or hedge fundsKnowledge of financial instruments and fund accounting are essential Excellent oral and written communications skillsWorking experience on InvestOne will be an added advantage.Good analytical and problem-solving capability What we offer you A modern, international work environment and a dedicated and motivated team A competitive salary and benefitsA variety of career development tools, resources, and opportunitiesTime to support charities and give back in your communityA fantastic range of benefits designed to help support your lifestyle and wellbeingGreat workspaces with dedicated and motivated colleaguesA broad range of professional education and personal development opportunitiesA work environment built on collaboration, flexibility, and respectPrivacy StatementFIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the .Sourcing ModelRecruitment at FIS works primarily on a direct sourcing model a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.#pridepass"
84,MT - Credit Control/Cash App,Genpact,Fresher,Not Specified,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world&rsquos biggest brands&mdashand we have fun doing it. Now, we&rsquore calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.Transformation happens here. Come, be a part of our exciting journey!Inviting applications for the role of MT, Credit ControlAre you the one we are looking for Apply Now!Responsibilities. Relevant Experience in Credit Control/Technical Accounting (Booking, Cash Applications & Collections). Booking Premiums, Claims- validation of ledgers, handling strategic clients, complex calculations- premium & year-end adjustments, monthly audits, updating SOX compliant reports, Ad hoc assignments, handling delinquent reports.. Collections & Cash Applications- sending statements of due balances, validating outgoing payments, net-off arrangements, compliance check and approvals.. Providing technical advice on various audits.. Handling day to day team-related activities.. Client interactions via training, conference calls, emails and messenger service.. Manage MIS activities and look after the process.. Work towards driving improvements in execution and initiatives.QualificationsMinimum qualifications. Graduate in Commerce. Experience in Premiums, Cash Application & Collections) preferably in UK market. Insurance/ Reinsurance Domain knowledge. Lean/Six Sigma awarenessPreferred qualifications. Good Communication Skills. Proficiency in MS Excel. Excellent analytical ability. High-level attention to detail and accuracy. Demonstrated delivery of high-quality output.. Ability to work in a changing environment. Ability to form relationships with internal customers in Genpact and very importantly with the client - must be seen as a proactive, useful teammate. High customer service orientation.. Ability to work under pressureGenpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube."
85,Financial Accountant,Wells Fargo,5-8 years,Not Specified,"Job Description :About Wells FargoWells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with $2.0 trillion in assets. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, insurance, investments, mortgage, and consumer and commercial finance through more than 8,500 locations, 13,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in 42 countries and territories to support customers who conduct business in the global economy. With approximately 273,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 25 on Fortune's 2017 rankings of America's largest corporations. Wells Fargo's vision is to satisfy our customers financial needs and help them succeed financially. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories.About Wells Fargo IndiaWells Fargo India enables global talent capabilities for Wells Fargo Bank NA., by supporting over half of Wells Fargo's business lines and staff functions across Technology, Business Services, Risk Services and Knowledge Services. We are operating in Hyderabad, Bengaluru and Chennai locations. Learn more about Wells Fargo India at our International Careers website.Department OverviewWells Fargo provides middle market, large corporate and financial institution customers with a range of international solutions, including treasury management, credit, payments, financing, foreign exchange, and trade services. Wells Fargo operates from 42 countries and territories outside of the U.S., including branches in Ireland, Beijing, Cayman Islands, Dubai International Financial Centre (DIFC), Hong Kong, London and Seoul.The EMEA Controller team is responsible for regulatory, financial, and management reporting requirements in the region. As well as forming a key part of the International Controllers organization, the team provides local support for varied financial services business lines as well as the International CFO.About the Role Working within the International Controllers Team, this role supports the maintenance of a robust financial control environment across the international region (primarily EMEA), helping achieve the primary objective of ensuring the accuracy of the books and records across entities within the regions and the timely and accurate financial reporting to internal and external stakeholders.Responsibilities include the performance of financial controls and preparation of financial reports across assigned entities and/or lines of business, providing exposure to a wide range of business lines and banking productsResponsibilitiesPerformance of legal entity related financial control and reporting tasks, including:Ensure accurate books and records in compliance with relevant GAAP, preparation of the management accounts and assisting with ad hoc queries.Raise journals/perform established control tasks to evidence integrity of books and records, prepare management accounts.Identification of control weaknesses proposal and implementation of remediating controls.Develop and perform financial control tasks including analytical review, transaction analysis, reconciliations, substantiation of GL balances, revenue analysis, cost analysis.Ensure operational documentation is maintained in line with relevant Wells Fargo policiesLine of Business/Support Functions ContactPerform Financial Control activities to support Business Lines/Support Functions and providing them with entity level reporting relating to their Line of Business/Support FunctionAssisting in explaining variances and facilitating understanding of relevant financial resultsProviding ad-hoc accounting support as necessary in relation to ad-hoc queries and projects (including new business initiatives)Support preparation of audited annual financial statements:Provision of financial data to facilitate creation of financial statementsInteraction with external auditors as necessaryResponsible for preparation of Intercompany Balance Sheet and Income Statement reports on a monthly/quarterly basisResponsible for preparation of Entity level analysis of Indirect Non-Interest Income/Expense (INII/INIE)Engagement with regulatory reporting team members to facilitate effective cross team interactionEssential QualificationsQualified CA/CFA/ICWA/MBA-Finance with 5+ years of experience in Finance & AccountingExperience of working in a financial services organizationExperience in preparation of internal financial reporting, considering both Legal Entity and Line of Business dimensions.Working knowledge of financial services/products and their accounting treatment (US GAAP and IFRS).Self-motivated/proactive approach, with the ability to work independently within a team structure.Innovative mindset, with a track record of process enhancement (enhancing efficiency, control, transparency).Understanding of best-in-class expectations in respect of controls and governance.Strong communication skills, with the ability to present concisely and accurately.Fast learner with an inquisitive mindset and good problem-solving skills.Good time management and organizational skills.Strong analytical and problem-solving skillsDesired QualificationsKnowledge of NextGen tools such as Tableau, Confluence, Alteryx, Workiva and similarShift Timings: IST 13.30 to 22.30We Value DiversityAt Wells Fargo, we believe in diversity, equity and inclusion in the workplace accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.Candidates applying to job openings posted in US:All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process."
86,SAP CO Product Cost Controlling Application Developer,Accenture,4-6 years,Not Specified,job description is not available for this job
87,Accounts Trainee,DEFTeam Solutions Pvt. Ltd.,0-1 years,Not Specified,Skills Required : Proficiency in MS-Excel   Good Communication skills (Both Verbal & Written).  Quick Learner with Positive attitude.  Should have knowledge in the basic and important concepts in accounts.
88,Accounting Controller,Deutsche Bank,Not Specified,Not Specified,"Position OverviewNCT & AssociateMumbaiRole DescriptionThe Business Finance function is responsible for the production of business level revenue attribution, financial accounting and financial disclosures.It ensures, on a daily basis, the accurate and timely reporting of Profit and Loss (PnL) for each business unit and ensures that the drivers behind the risk positions and PnL are fully understood and explained.It also ensures that all of the Bank's transactions and positions are correctly reflected in the Bank's accounting records and disclosures, in accordance with relevant accounting standards.Produce daily profit and loss for the business unit/trading centreProvide necessary transparency of controls done either for quality assurance or for final validation and control performanceObtain necessary sign-off from Front-Office (Traders) of the reported P&LResolve daily FOBO cash breaks for the businessParticipate in CTB (Change the Bank) initiatives of the team as well as domain-wideLiaise with different support teams for escalation and remediation of daily issues encounteredCollaborate with Financial Controlles and Business Relationship managers to ensure front to back controls are managed effectively.Work with different stakeholders to improve existing processes and outputsPerforms month end close activities- SAP journals, reconciliations, balance sheet substantiations and reportingThe position sits with Rates Business for EMEA region.What we'll offer youAs part of our flexible scheme, here are just some of the benefits that you'll enjoyBest in class leave policyGender neutral parental leaves100% reimbursement under childcare assistance benefit (gender neutral)Sponsorship for Industry relevant certifications and educationEmployee Assistance Program for you and your family membersComprehensive Hospitalization Insurance for you and your dependentsAccident and Term life InsuranceComplementary Health screening for 35 yrs. and aboveYour key responsibilities The role is Rates business aligned and will entail multiple sub product businesses.Strong product knowledge on Interest Rates derivatives, with sound understanding of risks and valuationsResponsible for the oversight and management of the generation of the daily independent Risk and P&L in a timely manner, ensuring daily reconciliation and position reports as required.Reviews any exceptions raised in reports by the team and/or escalated by the supervisorAs the key point of contact for traders and onshore colleagues, ensures all queries are rectified on a timely basisFacilitates business growth and re-organisation. Involvement with the NPA (New Product Approval) process, making changes to reporting process as required.Participate and execute strategic systems role out and other Change the Bank initiatives.Work to ensure process standardisation across global product reporting, applied to both workflow practice and work tools that are used. Ensures a robust and scalable production process.Responsible for the talent development and training requirements of team, delegating to supervisors where applicableBalance sheet and P&L review/commentary of CB&S Finance covering different businesses - Structured Finance, Non-Core Units, GME, Fixed Income & CurrencyPerforms month end close activities- SAP journals, reconciliations, balance sheet substantiations and reportingPerforms QA function for processes within his/her teams remit and regularly assesses the effectiveness of the checksBalance sheet and P&L reconciliations between management reporting and financial reporting at a business levelMonitoring of exceptions including investigation and explanationReview of Balance sheet substantiationYour skills and experienceRelevant experience in Financial Services / Product Control, experience in supervising in a risk and P&L environment over and over experience in production.A Business or Accountancy based degree. Further relevant studies and/or a Masters is an advantageEnhanced technical knowledge, particularly on Rates Risk Engine and an appreciation for the front to back process and control environmentGood cultural awareness and able to manage stakeholders across locationsGood people management skills in terms of team development and retentionGood communication skills, fluent in English (written/verbal)An excellent team worker, able to work in virtual global teams and in a matrix organizationOpen minded, able to share information, transfer knowledge and expertise to team membersKeeping pace with technical innovation and market driven initiatives and maintains a broad understanding of the Business Finance offeringAble to work under pressureAble to challenge existing procedures and proactively look for process and system improvements.Able to transfer knowledge and expertise to team members, and work across functions in order to share information and proactively resolve challenges.How we'll support youTraining and development to help you excel in your careerCoaching and support from experts in your teamA culture of continuous learning to aid progressionA range of flexible benefits that you can tailor to suit your needsAbout us and our teamsPlease visit our company website for further information: Our values define the working environment we strive to create - diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.Click to find out more about diversity and inclusion at Deutsche Bank."
89,Financial Manager - Canada,A V Immigration And Careers Consultancy Private Limited,5-10 years,1800000 - 2800000 INR,"suggested job duties  financial managers perform some or all of the following duties   plan, organize, direct, control and evaluate the operation of an accounting, audit or other financial department  develop and implement the financial policies, systems and procedures of an establishment  prepare or co-ordinate the preparation of financial statements, summaries, and other cost-benefit analyses and financial management reports  co-ordinate the financial planning and budget process, and analyze and correct estimates  supervise the development and implementation of financial simulation models  evaluate financial reporting systems, accounting procedures and investment activities and make recommendations for changes to procedures, operating systems, budgets and other financial control functions to senior managers and other department or regional managers  recruit, organize, train and manage staff  act as liaison between the organization and its shareholders, the investing public and external financial analysts  establish profitability standards for investment activities and handle mergers and/or acquisitions  notify and report to senior management concerning any trends that are critical to the organization s financial performance."
90,SAP FI S/4HANA Accounting Product Management Lead,Accenture,8-10 years,Not Specified,job description is not available for this job
