SN,Title,Company,Experience,Salary,Description
10,Content and Digital Marketing Specialist,Peopleplease Consulting,1-6 years,Not Specified,"B2B Marketing experience  Collect data, analyze results.  Increase ROI of paid campaigns.  Execute Free/ paid campaigns.  Allocate budgets to campaigns.  Optimize landing pages.  Excellent writing skills  Define, strategize & execute focused campaigns"
11,Manager Digital Marketing,Standard Chartered,Not Specified,Not Specified,"About Standard CharteredWe are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.The Role ResponsibilitiesAbility to carry and deliver on Sales Budget. Result Oriented.Website and Lead ManagementDesigning EDMs/Marketing CollateralsEmail/SMS MarketingStrong Verbal and written communication skills.Provide creative ideas for content marketing and update websiteCollaborate with designers to improve user experienceMeasure performance of digital marketing efforts using a variety of Web analytics tools (Google Analytics, WebTrends etc.)Assist in the formulation of strategies to build a lasting digital connection with consumersAcquire insight in online marketing trends and keep strategies up to dateMaintain partnerships with media agencies and vendorsExcellent understanding of digital marketing concepts and best practicesInnovate and present new marketing platforms and strategiesForecast marketing campaign growth and ROI for marketing campaignsManage email and social media marketing campaignsContact, interview, and hire third party graphic designers, web designers, and videographers to create unique and engaging contentDrive traffic to company pagesKeep abreast of new social media sites, web technologies, and digital marketing trends implement these new technologies in developing campaigns and update current campaigns to include new informationRegulatory & Business Conduct Display exemplary conduct and live by the Group&rsquos Values and Code of Conduct. Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct.Effectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.Apply now to join the Bank for those with big career ambitions.To view information on our benefits including our flexible working please visit our . We welcome conversations on flexible working."
12,Digital Marketing Executive,Pixel2html,2-3 years,200000 - 300000 INR,"Manage the social media accounts of the organization in Facebook, Instagram etcTrack and analyze website traffic flow and provide regular internal reportsEmail marketing campaignsOccasional Blog PostingResponsible for Qualified lead generation through online (Market Research/Email/Networking/Webinars) in the US, UK and Australia marketCandidates should be able to work on different aspects of digital marketing such as Google Adwords, Social media marketing, SEO, Affiliate marketing, YouTube marketing etc.Launch optimized online adverts through Google Adwords, Facebook etc.Good knowledge on digital marketing concepts.Good command over English language and also having the ability to research for information on the internet Article writing, Meta information writing, researching on the internet for data Experience in developing original content for websites.Get new business. (Recruit new advertisers and agency clients)Monitor campaign budget. Measure ROI and KPIs.Working on google analytics for goal set-up, report generation, website study, visitor analysis, social media tracking, AdWords tracking, and various other tools.Track and measure SEO and Google Analytics metrics and Facebook, Instagram and provide reportsMeasure and report performance of all digital marketing campaigns using a variety of Web analytics tools (Google Analytics, WebTrends, SEMrush, MOZ etc.)Managing all social media platforms i.e. Facebook, Instagram, Twitter, LinkedIn, etc.Evaluate competitors digital marketing strategies and create new plans to mitigate the same.Be actively involved in SEO efforts (keyword, image optimization etc.)Conducting regular research to keep abreast of the latest trends/ updates in digital: what is new in google /SEM / LinkedIn/etc.Improve the user experience on the companys website (include design, plugins, new features and usability)."
13,Intern Digital Marketing,CarDekho,0-1 years,Not Specified,"Job Description:1)Plan and execute all digital marketing ,including SEO/SEM, marketing database.2)Design, build and maintain social media presence.3)Measure and report performance of all digital marketing campaigns and assess against goals.4)Brainstorm new and creative growth strategies.5)Plan, execute and measure experiments and conversion tests.6)Evaluate emerging technology"
14,Digital Marketing Executive - JSM HRIS Software,JSM Technologies Pvt Ltd,1-6 years,Not Specified,"Assist in the formulation of strategies to build a lasting digital connection with consumersBe actively involved in SEO efforts (keyword, image optimization etc.)Prepare online newsletters and promotional emails and organize their distribution through various channels.Provide creative ideas for content marketing and update websiteCollaborate with designers to improve user experience."
15,ONLINE AUDIT,Muthoot finance,0-5 years,Not Specified,"Job Description :Job descriptionCollating,Checking and analysing spreadsheet data.Examining company Accounts and financial control systems.Gauging levels of financial Risk within organisations.Checking that financial reports and records are accurate and reliable.Eligibility :Graduates (prefereblly B.com /MBA)Freshers may also apply."
16,Adobe Analytics _Rizwan,Arminus Software Private Limited,3-9 years,Not Specified,"Job Description : 	 Job Description: 	 . Gain an in-depth knowledge of a client's website architecture, business model, and online marketing strategy. Gather, document and help form/guide client business requirements, key performance indicators and other functional and/or technical requirements. Create project plan and project roadmap with clear outcomes. Design customized solutions and technical tag implementation strategies. Setup the platform in Adobe Launch . Generate customized web analytic collection code and assist with its implementation and deployment directly on the site or through tag management platform. Support client's developers and third parties throughout the implementation process. Validate and debug implementation and follow through on issues until resolved. Light manipulation of JavaScript as needed to customize web analytic solutions. Advise key stakeholders and drive client success based on clients most important business drivers. Provide expert services on data sources, data connectors, report builders, heartbeat tracking, app setup (acquisition links, push notification, triggers, etc.,). Help setup integration across other Adobe experience cloud products and external products. Interact frequently with clients via phone, email, and/or in-person-including interaction with marketers, analysts, web developers, and C-level executives. Communicate confidently and proactively with customers throughout the project life cycle. Manage multiple client engagements simultaneously. Manage customer expectations appropriately and keep projects on schedule and within scope. Become an expert in the use of Adobe products and the methods by which they can be used to effectively optimize online businesses. Work to educate clients on the best practices in relation to their specific industry and key business requirements. Keep accurate daily records of client billable time. Technical writing and PowerPoint presentation creation Additional Responsibilities:. Act as a technical lead point of contact with Digital Marketing Consultants. Innovation is the key for Sr Consultants. Ideate and work with different teams to deliver new solutions. Support additional team members by mentoring and teaching. Work closely with the Quality Assurance team to ensure professional delivery of technical implementations  	 Key Skills: 	 . 8+ yrs. of overall experience working in web analytics or a related field. Bachelor's/Master's degree in Computer Science with equivalent work experience. Solid understanding of online marketing, tools and technology. Strong understanding of HTML and web protocols. Strong-to-advanced JavaScript skills. Passion for the internet domain and use of technology to solve business problems. Solid understanding of general business models, concepts and strategies. Must be self-motivated, responsive, professional and dedicated to customer success. Possess an innovative, problem-solving, and solutions-oriented mindset. Exceptional organizational, presentation, and communication skills- both verbal and written. Demonstrated ability to learn quickly, be a team player, and manage change effectively. Extensive knowledge of Microsoft Office"
17,Social Media Marketing Executive,Singem Lifeskills (India) Private Limited,2-5 years,Not Specified,"Monitor, listen and respond to users in a Social way while cultivating leads and sales. Conduct online advocacy and open stream for cross- promotions. Develop and expand community and/ or blogger outreach efforts. Oversee design (i.e. Facebook Timeline cover, profile pic, thumbnails, ads, landing pages, Twitter profile, and blog). Design, create and manage promotions and Social ad campaigns. Compile report for management showing results (ROI).Excellent verbal and written communication"
18,Digital Marketing Manager,Harman Connected Services Corporation India Private Limited,7-10 years,Not Specified,job description is not available for this job
19,Digital Marketing,Shout Services,2-10 years,240000 - 440000 INR,"Location : Connaught PlaceTimings : 10.30 am to 7pmSalary - 25000 to 35000 in handPreffering only those candidates who stay in Delhi and Delhi/ NCRJOB DESCRIPTIONPlan and execute all digital marketing, including SEO/SEM, marketing database, email, social media and display advertising campaignsDesign, build and maintain our social media presenceMeasure and report performance of all digital marketing campaigns, and assess against goals (ROI and KPIs)Identify trends and insights, and optimize spend and performance based on the insightsBrainstorm new and creative growth strategiesPlan, execute, and measure experiments and conversion testsCollaborate with internal teams to create landing pages and optimize user experienceUtilize strong analytical ability to evaluate end-to-end customer experience across multiple channels and customer touch pointsInstrument conversion points and optimize user funnelsEvaluate emerging technologies. Provide thought leadership and perspective for adoption where appropriateREQUIREMENTS AND SKILLSProven working experience in digital marketingDemonstrable experience leading and managing SEO/SEM, marketing database, email, social media and/or display advertising campaignsHighly creative with experience in identifying target audiences and devising digital campaigns that engage, inform and motivateExperience in optimizing landing pages and user funnelsUp-to-date with the latest trends and best practices in online marketing and measurement"
20,Social Media Manager,Shout Services,1-5 years,220000 - 400000 INR,"Location - Connaught PlaceTimings - 10.30 Am to 7 PmLooking for a candidate who stays in Delhi / NCR only.Use all social media platforms and websites to promote the brand and services.Manage and stay up to date by posting daily on all social media accounts - Instagram, Facebook, LinkedIn, Twitter, Google+, YouTube, Slide Share, Pinterest, etc.Run Brand Promotion ads on all social media accounts.Execute necessary social media activities i.e. tweeting, sharing, engaging, liking, increasing social reach, doing the heavy lifting, etc.Create and manage social media campaigns and calls-to-action that drive the target audience to the website and even generate leads for the company.Research, write/produce/outsource all sorts of content production (written, image-based, video, etc.)Compiling and uploading content, then tracking its performance across the many different Social Media networks and the wider web (via forums, social bookmarking sites, etc.Generate effective Social Media Influencer Marketing campaigns, whereby powerful social users are turned into brand advocates who promote the brand's products, services, etc.Share weekly and monthly reports with the Stakeholders of the company to track and discuss progress.Contact Person - Ritu ChauhanContact No. 9650681986Email - [Confidential Information]"
21,We need a  Digital Marketing Executive for Female. Delhi,Shreyas Group Services,3-8 years,240000 - 300000 INR,"Job Description:	Build, plan and implement the overall digital marketing strategy 	Manage the strategy 	Manage and train the rest of the team 	Stay up to date with the latest technology and best practices 	Manage all digital marketing channels 	Measure ROI and KPIs 	Prepare and manage a digital marketing budget 	Oversee all the company's social media accounts 	Manage and improve online content, considering SEO and Google Analytics 	Build an inbound marketing plan 	Forecast sales performance trends 	Motivate the digital marketing team to achieve goals 	Monitor competition and provide suggestions for improvement. 	Minimum3 years of experience as a Digital Marketing Executive 	Minimum 3 years of experience in developing and implementing digital marketing strategies 	Good knowledge of all different digital marketing channels 	Good knowledge and experience with online marketing tools and best practices 	X years of hands-on experience with SEO/SEM, Google Analytics and CRM software 	Familiarity with web design 	Sense of ownership and pride in your performance and its impact on a company's success 	Critical thinker and problem-solving skills 	Team player 	Good time-management skills 	Great interpersonal and communication skills 	BSc degree in Marketing, Digital technologies or relevant field. Required  Female.  Age  Between 24-30 Years. Experience  Minimum 3 Years. Location  Rajendra Place, New Delhi. Office Timings -10 Am to 6 Pm. Salary  As per Market Standards. Mr Nitin and Ms Kirti tyagiContact us - 9210721474, 9717833072, 9136770525 Phone no. 011-42486686 SHREYAS GROUP SERVICES  www.shreyasgroupservices.com"
